,species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2
1072,virginica,high,sandy,high,low,high,high,low,high,high,low,high,low,medium
1073,virginica,high,clay,high,low,medium,high,medium,high,high,low,high,low,medium
1074,virginica,low,loamy,medium,low,medium,high,medium,high,medium,low,medium,low,high
1075,virginica,high,clay,medium,high,high,high,high,high,low,low,high,low,medium
1076,virginica,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,high,low,high
1077,virginica,medium,clay,medium,low,high,high,medium,high,high,low,high,low,high
1078,virginica,low,sandy,high,medium,high,high,medium,high,medium,low,high,low,high
1079,virginica,medium,clay,medium,medium,medium,high,medium,high,medium,low,medium,low,high
1080,virginica,high,loamy,high,low,high,high,medium,high,high,low,high,low,medium
1081,virginica,medium,clay,medium,high,medium,high,high,high,low,low,high,low,medium
1082,virginica,medium,sandy,high,low,high,medium,low,high,high,low,medium,low,high
1083,virginica,high,sandy,high,low,high,high,medium,high,high,low,high,low,high
1084,virginica,high,clay,low,medium,medium,high,low,high,low,low,high,low,medium
1085,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
1086,virginica,high,sandy,medium,low,high,high,low,high,high,low,high,medium,high
1087,virginica,medium,sandy,low,low,high,high,low,high,medium,low,high,low,high
1088,virginica,low,clay,high,medium,high,medium,high,high,medium,low,high,low,high
1089,virginica,low,sandy,high,low,high,medium,medium,medium,high,low,medium,low,medium
1090,virginica,medium,sandy,high,medium,high,medium,medium,high,medium,low,high,low,high
1091,virginica,high,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1092,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1093,virginica,high,loamy,high,medium,medium,high,high,medium,medium,low,medium,low,medium
1094,virginica,low,clay,high,medium,medium,high,high,high,medium,low,high,low,low
1095,virginica,medium,sandy,medium,low,high,high,low,high,medium,low,high,low,medium
1096,virginica,high,clay,medium,low,medium,high,low,medium,medium,low,medium,low,low
1097,virginica,high,sandy,high,medium,high,high,medium,high,medium,low,medium,low,high
1098,virginica,low,sandy,high,low,high,medium,low,high,high,low,high,low,high
1099,virginica,medium,sandy,high,low,high,medium,medium,medium,high,low,high,low,medium
1100,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,medium,low,high
1101,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
1102,virginica,high,clay,medium,medium,high,high,high,high,low,low,medium,low,high
1103,virginica,high,sandy,high,low,medium,medium,medium,medium,medium,low,high,low,high
1104,virginica,low,clay,high,low,high,high,medium,high,high,low,high,low,high
1105,virginica,high,loamy,high,medium,high,medium,high,high,medium,low,high,low,medium
1106,virginica,medium,clay,high,medium,medium,medium,medium,medium,medium,low,medium,low,high
1107,virginica,medium,sandy,medium,low,high,medium,low,high,high,low,high,low,high
1108,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1109,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1110,virginica,medium,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
1111,virginica,medium,clay,medium,medium,medium,high,medium,medium,low,low,medium,low,medium
1112,virginica,medium,sandy,medium,low,high,high,low,high,high,low,medium,low,high
1113,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,medium
1114,virginica,high,clay,low,high,medium,high,medium,medium,low,low,high,low,high
1115,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,medium,low,medium
1116,virginica,low,sandy,high,low,high,medium,medium,medium,high,low,high,low,medium
1117,virginica,high,loamy,high,medium,high,high,high,high,medium,low,high,low,high
1118,virginica,high,sandy,high,low,high,high,medium,high,high,low,high,low,medium
1119,virginica,high,sandy,medium,low,high,high,low,high,medium,low,high,low,medium
1120,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1121,virginica,low,sandy,high,low,high,medium,medium,medium,high,low,medium,low,medium
1122,virginica,medium,sandy,high,low,high,high,low,high,high,low,high,medium,medium
1123,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,high
1124,virginica,high,sandy,low,low,high,high,low,high,medium,low,high,low,high
1125,virginica,low,sandy,medium,low,high,medium,low,medium,medium,low,high,low,high
1126,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
1127,virginica,medium,loamy,medium,medium,high,high,medium,high,low,low,high,low,high
1128,virginica,medium,sandy,high,low,high,medium,low,medium,high,low,high,low,medium
1129,virginica,high,clay,high,medium,medium,high,medium,high,medium,low,medium,low,medium
1130,virginica,medium,clay,high,high,high,high,high,high,low,low,high,low,high
1131,virginica,low,loamy,medium,medium,high,high,medium,high,low,low,high,low,medium
1132,virginica,low,sandy,high,medium,high,medium,medium,high,medium,low,high,low,high
1133,virginica,medium,sandy,high,low,high,medium,medium,medium,high,low,medium,low,high
1134,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,medium
1135,virginica,medium,clay,low,medium,high,high,medium,high,low,low,high,low,high
1136,virginica,medium,clay,medium,medium,high,high,high,high,medium,low,high,low,high
1137,virginica,high,loamy,high,medium,high,high,high,high,medium,low,high,low,medium
1138,virginica,high,sandy,medium,low,high,medium,low,medium,high,low,high,low,high
1139,virginica,high,loamy,medium,medium,medium,high,medium,high,medium,low,high,low,medium
1140,virginica,high,sandy,medium,low,medium,high,low,high,medium,low,medium,low,high
1141,virginica,low,loamy,high,low,high,high,medium,high,high,low,high,low,medium
1142,virginica,low,sandy,high,low,high,high,medium,high,high,low,high,low,high
1143,virginica,low,clay,medium,medium,high,high,medium,high,medium,low,high,low,high
1144,virginica,high,clay,medium,medium,medium,high,high,high,low,low,high,low,high
1145,virginica,high,clay,medium,high,high,high,high,high,low,low,high,low,high
1146,virginica,high,loamy,high,medium,high,high,high,high,medium,low,medium,low,medium
1147,virginica,low,clay,medium,medium,high,high,high,high,medium,low,medium,low,high
1148,virginica,high,sandy,medium,low,high,medium,medium,medium,medium,low,high,low,high
1149,virginica,medium,loamy,high,medium,high,high,high,high,medium,low,high,low,high
1150,virginica,low,sandy,high,medium,high,high,high,high,high,low,high,low,high
1151,virginica,medium,loamy,medium,medium,medium,high,medium,high,medium,low,high,medium,high
1152,virginica,low,sandy,high,low,high,medium,low,high,high,low,high,low,medium
1153,virginica,medium,sandy,medium,low,high,medium,low,high,high,low,high,low,medium
1154,virginica,medium,loamy,high,medium,high,medium,high,medium,medium,medium,medium,low,high
1155,virginica,medium,loamy,medium,medium,medium,high,medium,high,medium,low,medium,low,high
1156,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,high,low,medium
1157,virginica,high,clay,low,medium,high,high,medium,high,low,low,high,low,low
1158,virginica,medium,sandy,medium,low,high,high,low,high,high,low,high,low,high
1159,virginica,medium,sandy,low,low,high,medium,low,medium,high,low,high,low,high
1160,virginica,high,sandy,medium,medium,high,high,medium,high,medium,low,high,medium,high
1161,virginica,high,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1162,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,high
1163,virginica,medium,clay,high,high,high,high,high,high,low,low,high,low,high
1164,virginica,low,sandy,high,low,high,medium,low,medium,high,low,medium,low,high
1165,virginica,low,clay,medium,medium,high,high,medium,high,medium,low,high,low,medium
1166,virginica,high,loamy,medium,high,high,high,high,high,low,low,high,low,high
1167,virginica,high,loamy,high,low,high,high,medium,high,high,low,high,low,high
1168,virginica,low,loamy,high,low,high,medium,medium,high,high,low,medium,low,high
1169,virginica,high,clay,high,medium,high,high,high,high,medium,low,medium,low,high
1170,virginica,high,loamy,high,low,high,high,medium,high,high,low,high,medium,high
1171,virginica,high,sandy,medium,low,medium,high,low,high,high,low,high,low,high
1172,virginica,low,clay,high,medium,medium,high,high,high,medium,low,medium,low,low
1173,virginica,high,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1174,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,medium,high
1175,virginica,medium,clay,high,medium,medium,high,high,high,medium,low,high,low,high
1176,virginica,low,loamy,high,medium,high,high,high,high,high,low,medium,low,high
1177,virginica,low,loamy,medium,medium,high,high,medium,high,medium,low,medium,low,medium
1178,virginica,high,clay,medium,medium,high,high,high,high,medium,low,high,low,high
1179,virginica,medium,clay,high,medium,high,high,high,high,medium,low,high,low,medium
1180,virginica,low,loamy,high,medium,high,high,medium,high,medium,low,high,low,medium
1181,virginica,low,sandy,high,low,high,medium,low,medium,high,medium,high,low,medium
1182,virginica,high,clay,medium,medium,high,high,medium,high,low,low,high,low,high
1183,virginica,low,clay,high,high,high,high,high,high,medium,low,high,low,high
1184,virginica,high,sandy,medium,medium,medium,medium,low,medium,medium,low,medium,low,high
1185,virginica,low,loamy,high,medium,high,high,high,high,medium,low,high,low,high
1186,virginica,low,loamy,high,low,high,high,medium,high,high,low,medium,low,high
1187,virginica,medium,sandy,high,low,high,high,medium,high,high,low,high,low,high
1188,virginica,medium,loamy,medium,medium,high,high,medium,high,medium,low,high,low,high
1189,virginica,medium,loamy,medium,medium,medium,high,medium,high,medium,low,high,low,low
1190,virginica,low,clay,high,medium,medium,high,high,high,medium,low,medium,medium,high
1191,virginica,high,clay,medium,medium,medium,high,medium,high,low,low,medium,low,medium
1192,virginica,medium,clay,medium,medium,high,high,medium,high,medium,low,medium,low,high
1193,virginica,low,sandy,low,low,high,medium,low,high,medium,low,high,low,high
1194,virginica,medium,loamy,medium,low,medium,high,low,high,high,low,medium,low,high
1195,virginica,high,loamy,low,low,high,high,low,high,medium,low,high,low,medium
1196,virginica,low,clay,high,medium,high,high,high,high,medium,low,high,low,high
1197,virginica,low,clay,high,medium,medium,high,high,high,medium,low,high,low,high
1198,virginica,high,sandy,medium,low,high,medium,low,high,high,low,high,low,high
1199,virginica,medium,loamy,low,medium,high,medium,medium,medium,low,low,high,low,medium
