date,IDLieu,IDProduit,nbVentes,coût,bénéfice_pc,coût_pc,bénéfice
2022-11-28,CM-12160_19134,OFF-BI-10004364,3,9.81,-0.8336448598,1.8336448598,-4.46
2022-11-17,JP-15460_75220,FUR-TA-10003008,1,158.81,-0.242839255,1.242839255,-31.03
2022-11-17,JP-15460_75220,OFF-BI-10003707,2,15.26,-1.5016393443,2.5016393443,-9.16
2022-11-17,JP-15460_75220,OFF-PA-10000477,7,23.59,0.3499586663,0.6500413337,12.7
2022-11-17,JP-15460_75220,OFF-PA-10002923,2,48.94,0.3749680715,0.6250319285,29.36
2022-12-12,BP-11290_43229,OFF-AP-10004487,2,117.1,0.0999923142,0.9000076858,13.01
2022-12-12,BP-11290_43229,OFF-BI-10004209,3,13.27,-0.8328729282,1.8328729282,-6.03
2022-12-12,BP-11290_43229,OFF-FA-10002988,3,3.07,0.3630705394,0.6369294606,1.75
2022-12-12,BP-11290_43229,OFF-PA-10002222,5,61.67,0.3249781086,0.6750218914,29.69
2022-12-24,JM-15580_80538,OFF-FA-10003472,3,3.62,-0.1986754967,1.1986754967,-0.6
2022-04-30,GZ-14470_22204,OFF-AR-10003179,6,36.62,0.3300402488,0.6699597512,18.04
2022-08-01,JL-15505_92683,FUR-CH-10002317,1,181.28,0.1250120668,0.8749879332,25.9
2022-08-01,JL-15505_92683,FUR-FU-10004848,1,36.23,0.2999033816,0.7000966184,15.52
2022-08-01,JL-15505_92683,OFF-AP-10002534,5,1060.63,0.2800013577,0.7199986423,412.47
2022-08-01,JL-15505_92683,OFF-BI-10000216,3,19.46,0.3748795374,0.6251204626,11.67
2022-08-01,JL-15505_92683,OFF-BI-10003355,3,7.77,0.349790795,0.650209205,4.18
2022-08-01,JL-15505_92683,OFF-PA-10001970,2,13.02,0.4698697068,0.5301302932,11.54
2022-08-01,JL-15505_92683,TEC-AC-10004803,4,47.95,0.1400645624,0.8599354376,7.81
2022-08-01,JL-15505_92683,TEC-PH-10002415,3,663.64,0.0624964683,0.9375035317,44.24
2022-07-05,JD-16015_10009,TEC-AC-10002323,6,115.36,0.130015083,0.869984917,17.24
2022-05-02,DJ-13510_19140,FUR-CH-10003535,3,151.84,-0.1856942058,1.1856942058,-23.78
2022-09-25,EB-13840_98105,FUR-CH-10004997,3,451.15,0.0,1.0,0.0
2022-09-25,EB-13840_98105,OFF-BI-10001107,7,53.72,0.3375262055,0.6624737945,27.37
2022-09-25,EB-13840_98105,OFF-PA-10004451,3,10.11,0.4799382716,0.5200617284,9.33
2022-09-25,EB-13840_98105,OFF-PA-10004530,8,46.84,0.4899825784,0.5100174216,45.0
2022-11-29,PB-18805_98115,FUR-FU-10003268,5,159.92,0.2,0.8,39.98
2022-11-29,PB-18805_98115,OFF-BI-10001524,5,54.55,0.3499761678,0.6500238322,29.37
2022-11-29,PB-18805_98115,OFF-BI-10001543,6,112.29,0.3499855282,0.6500144718,60.46
2022-11-29,PB-18805_98115,OFF-BI-10002071,2,6.28,0.3247311828,0.6752688172,3.02
2022-11-29,PB-18805_98115,TEC-PH-10000148,3,38.19,-0.2248236049,1.2248236049,-7.01
2022-06-20,DB-13405_46350,FUR-FU-10000293,5,494.86,0.0600056985,0.9399943015,31.59
2022-04-17,GG-14650_43229,OFF-BI-10000285,5,19.6,-0.6666666667,1.6666666667,-7.84
2022-04-17,GG-14650_43229,OFF-PA-10001804,1,3.47,0.3501872659,0.6498127341,1.87
2022-10-30,AA-10645_92105,OFF-PA-10003172,2,6.74,0.4799382716,0.5200617284,6.22
2022-01-14,CV-12805_10024,FUR-CH-10003396,3,205.54,0.011113784,0.988886216,2.31
2022-01-24,SZ-20035_98105,TEC-PH-10002275,4,544.29,0.1000049606,0.8999950394,60.48
2022-08-20,DP-13000_60610,FUR-FU-10000222,5,108.81,-0.6750307882,1.6750307882,-43.85
2022-05-26,BW-11065_19120,OFF-ST-10002756,3,401.87,-0.2375130874,1.2375130874,-77.13
2022-11-15,HZ-14950_77095,TEC-PH-10003555,3,67.59,-0.2249003262,1.2249003262,-12.41
2022-11-10,LC-16885_90049,FUR-FU-10001847,3,7.95,0.3599033816,0.6400966184,4.47
2022-11-10,LC-16885_90049,FUR-FU-10003268,3,95.95,0.200016675,0.799983325,23.99
2022-11-26,ES-14080_44107,OFF-AR-10001662,9,18.0,0.0876837304,0.9123162696,1.73
2022-11-26,ES-14080_44107,TEC-PH-10004531,2,176.39,-0.1666776903,1.1666776903,-25.2
2022-11-05,EP-13915_48227,OFF-AR-10004260,7,130.94,0.279995601,0.720004399,50.92
2022-12-04,HA-14920_19120,TEC-AC-10003116,1,10.83,0.2373239437,0.7626760563,3.37
2022-09-29,RB-19795_80219,TEC-AC-10001714,2,50.26,0.2124725791,0.7875274209,13.56
2022-06-11,KD-16345_94122,OFF-BI-10001721,3,33.35,0.3500292341,0.6499707659,17.96
2022-04-02,DM-13345_30076,FUR-FU-10003832,6,40.52,0.2800284293,0.7199715707,15.76
2022-04-02,DM-13345_30076,OFF-BI-10001359,3,1426.21,0.4700015236,0.5299984764,1264.76
2022-03-29,AM-10705_60016,TEC-PH-10004345,4,335.86,0.125,0.875,47.98
2022-09-11,MO-17800_30076,FUR-CH-10000785,4,535.7,0.2600011051,0.7399988949,188.22
2022-09-11,MO-17800_30076,OFF-PA-10000474,3,56.35,0.4699962378,0.5300037622,49.97
2022-03-07,SU-20665_60610,FUR-CH-10003606,1,92.33,-0.028517322,1.028517322,-2.56
2022-03-07,SU-20665_60610,OFF-AR-10000799,4,17.27,0.1125385406,0.8874614594,2.19
2022-03-07,SU-20665_60610,OFF-AR-10003338,5,27.9,0.0625,0.9375,1.86
2022-03-07,SU-20665_60610,OFF-PA-10001934,3,9.91,0.3627009646,0.6372990354,5.64
2022-03-07,SU-20665_60610,TEC-CO-10001449,2,623.99,0.3499968749,0.6500031251,335.99
2022-03-07,SU-20665_60610,TEC-MA-10002109,2,200.99,0.0428591838,0.9571408162,9.0
2022-03-07,SU-20665_60610,TEC-PH-10001527,1,41.66,-0.2124563446,1.2124563446,-7.3
2022-12-01,SH-20395_43615,TEC-AC-10002567,2,102.38,0.2000312549,0.7999687451,25.6
2022-08-27,AC-10615_10009,FUR-CH-10003379,5,1068.67,0.1666705656,0.8333294344,213.74
2022-08-27,AC-10615_10009,FUR-FU-10001196,2,8.08,0.2998266898,0.7001733102,3.46
2022-08-27,AC-10615_10009,FUR-TA-10001889,1,347.86,-0.3666758339,1.3666758339,-93.33
2022-08-27,AC-10615_10009,OFF-AP-10000358,1,9.22,0.2896764253,0.7103235747,3.76
2022-08-27,AC-10615_10009,OFF-AR-10000658,2,16.63,0.2800865801,0.7199134199,6.47
2022-08-27,AC-10615_10009,OFF-AR-10004582,3,2.71,0.4491869919,0.5508130081,2.21
2022-08-27,AC-10615_10009,OFF-BI-10004970,8,17.51,0.3374952705,0.6625047295,8.92
2022-08-27,AC-10615_10009,OFF-LA-10001641,6,9.83,0.4798941799,0.5201058201,9.07
2022-08-27,AC-10615_10009,OFF-PA-10003893,4,9.42,0.4497663551,0.5502336449,7.7
2022-08-27,AC-10615_10009,TEC-AC-10000109,3,127.66,0.2399833304,0.7600166696,40.31
2022-08-27,AC-10615_10009,TEC-AC-10002842,2,199.92,0.16,0.84,38.08
2022-08-27,AC-10615_10009,TEC-PH-10003885,3,140.56,0.2899934333,0.7100065667,57.41
2022-09-02,DB-13555_43017,TEC-AC-10002558,1,7.39,0.1879120879,0.8120879121,1.71
2022-06-04,BD-11320_98103,OFF-LA-10004689,4,6.13,0.4697231834,0.5302768166,5.43
2022-06-04,BD-11320_98103,OFF-ST-10001228,1,11.69,0.2496790757,0.7503209243,3.89
2022-06-04,BD-11320_98103,TEC-PH-10002923,3,81.01,0.0875197116,0.9124802884,7.77
2022-05-29,CT-11995_55124,OFF-AR-10002255,3,6.13,0.2905092593,0.7094907407,2.51
2022-11-11,KH-16330_97123,OFF-BI-10002813,7,7.62,-0.8317307692,1.8317307692,-3.46
2022-11-11,KH-16330_97123,OFF-PA-10003205,3,12.99,0.3375828659,0.6624171341,6.62
2022-08-06,JM-16195_92630,FUR-FU-10001473,4,35.15,0.35997815,0.64002185,19.77
2022-08-06,JM-16195_92630,OFF-AP-10000828,3,390.92,0.2799941062,0.7200058938,152.02
2022-11-03,JB-15400_94086,FUR-CH-10003061,3,218.68,-0.0125011575,1.0125011575,-2.7
2022-08-01,CC-12475_56560,TEC-AC-10002006,4,44.13,0.3100375235,0.6899624765,19.83
2022-09-16,JA-15970_19134,OFF-BI-10002498,1,9.91,-0.7664884135,1.7664884135,-4.3
2022-09-16,JA-15970_19134,OFF-SU-10002881,7,5713.08,-0.2249996784,1.2249996784,-1049.34
2022-09-16,JA-15970_19134,TEC-AC-10002926,2,56.98,0.287571893,0.712428107,23.0
2022-10-10,BO-11425_40475,OFF-BI-10003719,5,67.37,0.4599599198,0.5400400802,57.38
2022-05-29,LW-16990_28110,FUR-FU-10001967,2,29.98,0.0625390869,0.9374609131,2.0
2022-05-29,LW-16990_28110,TEC-PH-10001819,2,46.79,0.3499583218,0.6500416782,25.19
2022-11-05,BB-11545_33311,OFF-AP-10002651,5,1027.83,0.1125012952,0.8874987048,130.29
2022-12-23,KB-16600_49505,OFF-PA-10000994,2,109.04,0.4800190749,0.5199809251,100.66
2022-10-14,MA-17560_19120,OFF-PA-10000176,3,29.6,0.3498792005,0.6501207995,15.93
2022-12-13,AC-10450_70506,OFF-SU-10002881,2,1632.31,0.0199985591,0.9800014409,33.31
2022-12-12,TT-21460_94110,OFF-AR-10002578,2,4.09,0.2899305556,0.7100694444,1.67
2022-10-14,IG-15085_72209,OFF-AR-10002257,4,9.22,0.3098802395,0.6901197605,4.14
2022-10-14,IG-15085_72209,OFF-BI-10003364,5,75.84,0.4800137127,0.5199862873,70.01
2022-10-14,IG-15085_72209,OFF-PA-10001019,2,21.18,0.46996997,0.53003003,18.78
2022-11-13,AB-10150_75007,FUR-FU-10001967,2,29.98,-0.8749218261,1.8749218261,-13.99
2022-11-13,AB-10150_75007,OFF-AR-10003373,4,90.47,0.087452088,0.912547912,8.67
2022-11-13,AB-10150_75007,OFF-PA-10000308,4,11.62,0.3124260355,0.6875739645,5.28
2022-11-13,AB-10150_75007,OFF-SU-10001165,1,6.17,0.0749625187,0.9250374813,0.5
2022-05-27,CS-11860_28540,OFF-PA-10004733,4,16.15,0.362667719,0.637332281,9.19
2022-05-29,ML-18040_77489,OFF-BI-10002557,7,15.93,-1.5007849294,2.5007849294,-9.56
2022-12-04,BT-11680_33311,FUR-FU-10001940,3,13.37,0.3,0.7,5.73
2022-10-10,VP-21760_38401,FUR-TA-10001950,7,2844.14,-0.5166643559,1.5166643559,-968.88
2022-10-10,VP-21760_38401,TEC-AC-10003499,2,14.13,0.2374527793,0.7625472207,4.4
2022-06-18,KT-16480_94110,OFF-FA-10001332,1,1.53,0.46875,0.53125,1.35
2022-10-29,KM-16375_72762,OFF-AR-10000657,2,2.88,0.3302325581,0.6697674419,1.42
2022-02-11,CR-12820_77041,FUR-BO-10001601,1,106.1,-0.1911979342,1.1911979342,-17.03
2022-02-11,CR-12820_77041,OFF-AR-10000937,6,122.81,0.2999886001,0.7000113999,52.63
2022-02-11,CR-12820_77041,TEC-PH-10000038,4,526.01,-0.2000045627,1.2000045627,-87.67
2022-11-07,KB-16600_10009,TEC-PH-10004389,5,466.16,0.2600047623,0.7399952377,163.79
2022-04-19,RL-19615_90008,FUR-BO-10004709,7,316.57,0.0823526002,0.9176473998,28.41
2022-10-10,GH-14410_85364,TEC-MA-10001148,5,1079.98,-0.7999966666,1.7999966666,-479.99
2022-03-06,KB-16585_1852 ,TEC-PH-10004700,7,37.76,0.46003146,0.53996854,32.17
2022-01-01,BW-11110_48205,TEC-MA-10000822,2,2379.98,0.2222236747,0.7777763253,680.0
2022-10-13,RD-19480_77095,TEC-PH-10002185,3,11.47,0.3123501199,0.6876498801,5.21
2022-05-12,TB-21355_30328,FUR-BO-10003546,3,227.2,0.2500165049,0.7499834951,75.74
2022-05-12,TB-21355_30328,OFF-AP-10001492,2,12.76,0.2598607889,0.7401392111,4.48
2022-05-12,TB-21355_30328,OFF-BI-10000315,6,59.25,0.4799894681,0.5200105319,54.69
2022-05-12,TB-21355_30328,TEC-PH-10002185,5,19.11,0.4500719424,0.5499280576,15.64
2022-05-12,TB-21355_30328,TEC-PH-10002350,2,40.31,0.2799214005,0.7200785995,15.67
2022-11-21,JR-16210_47201,OFF-BI-10004519,3,273.87,0.4499939752,0.5500060248,224.07
2022-11-21,JR-16210_47201,OFF-PA-10003641,6,85.47,0.4600075815,0.5399924185,72.81
2022-11-03,MC-17590_92236,OFF-ST-10002289,2,60.38,0.0500314663,0.9499685337,3.18
2022-11-03,MC-17590_92236,TEC-AC-10004171,1,55.99,0.4400440044,0.5599559956,44.0
2022-04-08,CL-12700_65807,OFF-BI-10003460,2,4.56,0.4794520548,0.5205479452,4.2
2022-11-03,PM-19135_32216,TEC-AC-10002567,3,153.58,0.2000208355,0.7999791645,38.4
2022-11-03,PM-19135_32216,TEC-PH-10004094,4,467.97,0.0625037562,0.9374962438,31.2
2022-05-01,AB-10060_90004,TEC-AC-10000736,1,51.19,0.3600450056,0.6399549944,28.8
2022-08-19,SV-20365_19140,FUR-BO-10001798,2,220.05,-0.6800274851,1.6800274851,-89.07
2022-08-25,JF-15490_85281,OFF-FA-10000585,3,5.66,0.3245823389,0.6754176611,2.72
2022-08-25,JF-15490_85281,OFF-ST-10000344,1,9.93,0.0754189944,0.9245810056,0.81
2022-09-04,SS-20410_30318,OFF-BI-10004876,1,1.42,0.4892086331,0.5107913669,1.36
2022-09-22,SP-20860_32216,OFF-PA-10001800,2,6.74,0.350048216,0.649951784,3.63
2022-11-28,LT-16765_45014,OFF-PA-10000241,3,51.12,0.3124411567,0.6875588433,23.23
2022-04-20,LB-16735_76106,FUR-FU-10000010,1,3.43,-0.7236180905,1.7236180905,-1.44
2022-03-12,EN-13780_75220,OFF-AR-10001915,3,17.28,0.2748636173,0.7251363827,6.55
2022-11-12,RD-19930_60623,FUR-CH-10000422,2,152.87,-0.2000156998,1.2000156998,-25.48
2022-11-12,RD-19930_60623,OFF-EN-10002592,6,34.74,0.3749550198,0.6250449802,20.84
2022-09-18,BP-11095_1841 ,TEC-PH-10000984,2,282.23,0.2799887749,0.7200112251,109.75
2022-09-18,BP-11095_1841 ,TEC-PH-10001944,3,306.5,0.2999885806,0.7000114194,131.35
2021-12-25,KL-16555_89502,OFF-AR-10003759,2,2.0,0.4505494505,0.5494505495,1.64
2021-12-25,KL-16555_89502,OFF-BI-10003984,7,105.85,0.3374851349,0.6625148651,53.92
2022-11-07,AD-10180_10701,TEC-AC-10004114,4,93.46,0.4299829227,0.5700170773,70.5
2022-01-15,PS-19045_28205,OFF-BI-10004001,7,64.41,-0.8001676914,1.8001676914,-28.63
2022-01-15,PS-19045_28205,OFF-ST-10004340,7,317.74,0.0875046667,0.9124953333,30.47
2022-05-21,EH-13945_38109,OFF-PA-10001166,5,16.85,0.3499228395,0.6500771605,9.07
2022-11-06,DB-13120_95051,OFF-PA-10002479,2,5.81,0.4498106061,0.5501893939,4.75
2022-11-10,BS-11380_43402,OFF-AR-10004022,3,80.95,0.0625361899,0.9374638101,5.4
2022-11-10,BS-11380_43402,TEC-AC-10002335,5,141.71,-0.0125035724,1.0125035724,-1.75
2022-11-10,BS-11380_43402,TEC-CO-10002095,3,824.98,0.0833351852,0.9166648148,75.0
2022-10-22,SA-20830_2149 ,OFF-LA-10002475,3,11.62,0.4701322389,0.5298677611,10.31
2022-04-29,YS-21880_31907,OFF-BI-10004965,3,18.98,0.4498550725,0.5501449275,15.52
2022-09-13,FG-14260_19120,OFF-BI-10001132,3,8.23,-0.7004132231,1.7004132231,-3.39
2022-11-26,JK-16090_68104,TEC-PH-10001795,4,1735.97,0.3000008065,0.6999991935,743.99
2022-08-05,DR-12940_70601,OFF-BI-10000632,11,257.86,0.4599903667,0.5400096333,219.65
2022-01-23,TM-21010_52302,FUR-FU-10000010,3,10.29,0.3098591549,0.6901408451,4.62
2022-01-23,TM-21010_52302,OFF-PA-10000176,5,49.32,0.4800210859,0.5199789141,45.53
2022-01-23,TM-21010_52302,OFF-PA-10003848,2,6.74,0.4799382716,0.5200617284,6.22
2022-01-23,TM-21010_52302,OFF-ST-10001590,1,9.98,0.2596439169,0.7403560831,3.5
2022-01-09,TT-21460_90008,OFF-AR-10003504,5,15.19,0.2901869159,0.7098130841,6.21
2022-04-22,MC-17605_19143,OFF-AR-10003056,2,6.08,0.1124087591,0.8875912409,0.77
2022-04-22,MC-17605_19143,OFF-ST-10001325,1,7.65,0.0871121718,0.9128878282,0.73
2022-10-23,GB-14530_13021,OFF-PA-10002250,8,24.42,0.4799829642,0.5200170358,22.54
2022-11-03,PN-18775_10009,FUR-FU-10000629,7,55.99,0.4199730654,0.5800269346,40.54
2022-02-27,CB-12535_38671,OFF-AP-10000891,2,183.57,0.2999923734,0.7000076266,78.67
2022-02-27,CB-12535_38671,OFF-BI-10002026,6,121.87,0.4799880526,0.5200119474,112.49
2022-02-27,CB-12535_38671,OFF-EN-10003862,4,23.05,0.4599343955,0.5400656045,19.63
2022-02-27,CB-12535_38671,TEC-AC-10004571,3,173.98,0.4200086675,0.5799913325,125.99
2022-09-16,JE-15745_72701,OFF-BI-10004318,4,373.66,0.4599976877,0.5400023123,318.3
2022-09-16,JE-15745_72701,TEC-AC-10004633,5,19.57,0.4400572246,0.5599427754,15.38
2022-08-28,KB-16405_10035,FUR-CH-10004626,1,76.68,0.1555066079,0.8444933921,14.12
2022-08-28,KB-16405_10035,FUR-CH-10004860,2,189.84,-0.0444542254,1.0444542254,-8.08
2022-08-28,KB-16405_10035,OFF-AR-10003251,2,3.34,0.3992805755,0.6007194245,2.22
2022-08-28,KB-16405_10035,OFF-PA-10000418,4,218.09,0.4799952313,0.5200047687,201.31
2022-05-19,MH-18115_31907,OFF-BI-10002824,2,16.41,0.4500670241,0.5499329759,13.43
2022-07-25,EC-14050_94110,FUR-FU-10003142,7,25.5,0.3100649351,0.6899350649,11.46
2022-07-25,EC-14050_94110,OFF-ST-10003442,2,41.29,0.2699787836,0.7300212164,15.27
2022-10-28,BF-11275_33178,TEC-PH-10002549,2,334.28,0.0749903149,0.9250096851,27.1
2022-03-10,SP-20920_43229,FUR-FU-10003424,6,43.57,0.1500195084,0.8499804916,7.69
2022-03-10,SP-20920_43229,OFF-BI-10004654,3,8.65,-0.6666666667,1.6666666667,-3.46
2022-03-10,SP-20920_43229,OFF-ST-10000675,2,50.83,0.0625230542,0.9374769458,3.39
2022-03-10,SP-20920_43229,TEC-AC-10004571,2,115.98,0.2750343793,0.7249656207,44.0
2022-03-10,SP-20920_43229,TEC-PH-10004348,2,51.78,-0.1667417756,1.1667417756,-7.4
2022-07-31,SV-20365_70506,FUR-BO-10000468,3,122.42,0.1600109785,0.8399890215,23.32
2022-07-31,SV-20365_70506,FUR-FU-10001706,5,8.01,0.4798701299,0.5201298701,7.39
2022-01-27,JL-15835_90045,FUR-FU-10003039,2,56.93,0.3400185486,0.6599814514,29.33
2022-01-27,JL-15835_90045,OFF-AP-10000252,4,30.42,0.35,0.65,16.38
2022-01-27,JL-15835_90045,OFF-ST-10000464,4,100.11,0.2799913694,0.7200086306,38.93
2022-05-22,AM-10360_44105,FUR-BO-10004709,4,180.9,-0.5600206968,1.5600206968,-64.94
2022-05-22,AM-10360_44105,OFF-PA-10002464,3,8.84,0.3626532084,0.6373467916,5.03
2022-06-20,CC-12220_19143,TEC-PH-10000673,14,473.13,0.1333345545,0.8666654455,72.79
2022-06-20,CC-12220_19143,TEC-PH-10001760,3,316.41,0.1166666667,0.8833333333,41.79
2022-11-19,EB-13750_92677,OFF-PA-10002377,6,18.74,0.4501173709,0.5498826291,15.34
2022-11-19,EB-13750_92677,TEC-PH-10004071,5,36.46,0.0875875876,0.9124124124,3.5
2022-12-19,RA-19285_10035,FUR-BO-10004015,2,187.18,0.0250026044,0.9749973956,4.8
2022-08-28,AG-10900_75217,FUR-FU-10004622,5,214.09,-0.975,1.975,-105.69
2022-12-10,RB-19465_90036,OFF-PA-10002986,2,6.95,0.4797904192,0.5202095808,6.41
2022-12-10,RB-19465_90036,OFF-ST-10002289,5,150.96,0.0499685337,0.9500314663,7.94
2022-03-31,CS-12175_37421,OFF-BI-10003669,5,14.04,-0.7333333333,1.7333333333,-5.94
2022-05-07,CW-11905_19711,OFF-BI-10002082,9,149.76,0.5,0.5,149.76
2022-11-04,EB-13750_78664,FUR-FU-10001468,5,769.41,-1.25,2.25,-427.45
2022-05-08,GT-14710_77041,FUR-CH-10003981,5,912.28,-0.0142868261,1.0142868261,-12.85
2022-05-08,GT-14710_77041,OFF-AR-10001446,5,40.43,0.1248917749,0.8751082251,5.77
2022-05-08,GT-14710_77041,OFF-PA-10000300,3,31.77,0.3374348279,0.6625651721,16.18
2022-05-08,GT-14710_77041,OFF-PA-10003134,2,49.96,0.3499869893,0.6500130107,26.9
2022-05-08,GT-14710_77041,TEC-PH-10004071,1,7.29,0.0876095119,0.9123904881,0.7
2022-01-14,TH-21100_90045,TEC-PH-10004922,3,150.73,0.0625077746,0.9374922254,10.05
2022-08-28,AG-10300_94122,OFF-AR-10002053,2,4.29,0.2802013423,0.7197986577,1.67
2022-04-09,BP-11095_33180,OFF-BI-10004654,3,27.51,-0.7668593449,1.7668593449,-11.94
2022-01-17,HP-14815_85705,OFF-BI-10004506,2,8.56,-0.7327935223,1.7327935223,-3.62
2022-01-17,HP-14815_85705,TEC-AC-10001874,2,83.98,0.1250260471,0.8749739529,12.0
2022-08-21,DR-12880_90301,FUR-CH-10004886,3,207.25,0.1000086851,0.8999913149,23.03
2022-08-21,DR-12880_90301,FUR-FU-10002937,2,99.23,0.5,0.5,99.23
2022-08-21,DR-12880_90301,OFF-AP-10001242,4,225.34,0.3000124254,0.6999875746,96.58
2022-08-21,DR-12880_90301,OFF-BI-10003650,2,547.02,0.3500005941,0.6499994059,294.55
2022-08-21,DR-12880_90301,OFF-PA-10001289,3,59.3,0.4900240798,0.5099759202,56.98
2022-08-21,DR-12880_90301,OFF-ST-10001370,5,337.16,0.0499859115,0.9500140885,17.74
2022-08-21,DR-12880_90301,OFF-SU-10002503,5,20.16,0.2901408451,0.7098591549,8.24
2022-08-21,DR-12880_90301,TEC-CO-10001571,2,549.99,0.374997159,0.625002841,329.99
2022-09-16,PB-19105_30080,OFF-AR-10003896,3,11.48,0.3600891862,0.6399108138,6.46
2022-09-16,PB-19105_30080,OFF-PA-10004255,2,6.74,0.4799382716,0.5200617284,6.22
2022-04-04,SJ-20125_8901 ,OFF-FA-10000624,2,3.58,0.5,0.5,3.58
2022-04-04,SJ-20125_8901 ,OFF-PA-10004569,1,4.03,0.4704336399,0.5295663601,3.58
2022-07-05,KB-16240_90049,OFF-AP-10003040,5,124.39,0.2600237954,0.7399762046,43.71
2022-07-05,KB-16240_90049,TEC-AC-10003832,5,1042.83,0.1900034953,0.8099965047,244.62
2022-03-20,EM-14200_23464,OFF-FA-10003021,2,2.44,0.3510638298,0.6489361702,1.32
2022-03-20,EM-14200_23464,TEC-AC-10003116,3,32.48,0.3900469484,0.6099530516,20.77
2022-03-12,TT-21220_77041,TEC-PH-10001557,7,490.5,0.0875097667,0.9124902333,47.04
2022-11-04,TB-21190_92503,OFF-AR-10002221,3,5.69,0.2705128205,0.7294871795,2.11
2022-10-20,OT-18730_23464,FUR-TA-10001520,5,296.19,0.1699873897,0.8300126103,60.66
2022-10-20,OT-18730_23464,OFF-EN-10002831,7,138.37,0.4499960251,0.5500039749,113.21
2022-11-18,PR-18880_94109,OFF-PA-10002137,1,4.28,0.4498714653,0.5501285347,3.5
2022-03-07,FH-14275_60505,TEC-PH-10004700,1,5.39,0.3254067584,0.6745932416,2.6
2022-09-19,CT-11995_55901,FUR-CH-10003061,3,218.68,0.1899840723,0.8100159277,51.29
2022-09-19,CT-11995_55901,OFF-BI-10002976,2,4.38,0.4697336562,0.5302663438,3.88
2022-12-05,RR-19315_60505,FUR-CH-10003973,2,535.33,-0.0285708796,1.0285708796,-14.87
2022-12-05,RR-19315_60505,FUR-FU-10004306,1,143.78,-0.8499742666,1.8499742666,-66.06
2022-12-05,RR-19315_60505,OFF-PA-10001937,2,6.74,0.350048216,0.649951784,3.63
2022-09-19,RB-19360_45231,OFF-AR-10001547,6,9.68,0.0876531574,0.9123468426,0.93
2022-09-19,RB-19360_45231,TEC-AC-10003628,5,83.97,0.3000166722,0.6999833278,35.99
2022-10-03,EB-14170_28403,OFF-PA-10002659,4,7.3,0.325323475,0.674676525,3.52
2022-07-26,AS-10045_78745,OFF-PA-10003729,7,23.59,0.3499586663,0.6500413337,12.7
2022-07-26,AS-10045_78745,TEC-MA-10000488,3,1703.98,-0.1833358797,1.1833358797,-264.0
2022-06-12,NK-18490_78415,OFF-PA-10000167,3,51.12,0.3124411567,0.6875588433,23.23
2022-09-16,LC-17140_10035,FUR-FU-10004864,1,8.09,0.3297431649,0.6702568351,3.98
2022-09-16,LC-17140_10035,TEC-AC-10002842,9,899.64,0.16,0.84,171.36
2022-12-19,GD-14590_98208,OFF-BI-10003314,1,2.46,0.3626943005,0.6373056995,1.4
2022-11-13,AS-10135_10035,OFF-BI-10000404,6,27.35,0.3374515504,0.6625484496,13.93
2022-11-13,AS-10135_10035,OFF-PA-10002986,2,6.95,0.4797904192,0.5202095808,6.41
2022-08-12,CM-12160_2740 ,TEC-AC-10003614,2,15.53,0.3300258844,0.6699741156,7.65
2022-04-28,LW-16990_94109,FUR-TA-10003473,1,289.62,0.0374875374,0.9625124626,11.28
2022-04-28,LW-16990_94109,OFF-PA-10002250,3,9.16,0.4798409994,0.5201590006,8.45
2022-04-28,LW-16990_94109,TEC-PH-10003092,5,163.26,0.1125244618,0.8874755382,20.7
2022-06-24,GH-14410_60653,FUR-CH-10000229,3,747.91,-0.314290233,1.314290233,-178.85
2022-06-24,GH-14410_60653,FUR-FU-10003799,2,24.53,-0.7250351617,1.7250351617,-10.31
2022-06-24,GH-14410_60653,TEC-PH-10002584,2,876.38,0.1250024961,0.8749975039,125.2
2022-09-09,MO-17800_10009,FUR-FU-10000221,7,23.47,0.3399887514,0.6600112486,12.09
2022-08-12,PJ-19015_43229,OFF-AR-10001419,3,8.67,0.1251261352,0.8748738648,1.24
2022-08-21,SF-20200_85204,FUR-FU-10004973,8,87.42,0.2750041466,0.7249958534,33.16
2022-10-03,MB-17305_77573,FUR-CH-10001802,3,286.72,-0.1285523105,1.1285523105,-32.66
2022-10-03,MB-17305_77573,OFF-AR-10004344,7,61.26,0.0875781948,0.9124218052,5.88
2022-11-25,CC-12670_10009,OFF-BI-10003460,5,11.39,0.3498858447,0.6501141553,6.13
2022-11-25,CC-12670_10009,OFF-ST-10002790,3,214.9,0.0300157978,0.9699842022,6.65
2022-11-25,CC-12670_10009,TEC-AC-10000290,3,13.44,0.3402061856,0.6597938144,6.93
2022-10-07,TS-21610_61032,FUR-FU-10001424,3,17.29,-0.6498091603,1.6498091603,-6.81
2022-10-07,TS-21610_61032,OFF-BI-10000778,4,241.96,-1.5001033271,2.5001033271,-145.18
2022-10-07,TS-21610_61032,OFF-PA-10003127,3,42.73,0.32506713,0.67493287,20.58
2022-11-01,EC-14050_73120,OFF-BI-10000756,9,19.08,0.5,0.5,19.08
2022-04-27,MK-18160_94122,OFF-AR-10003651,7,16.3,0.2900696864,0.7099303136,6.66
2022-04-27,MK-18160_94122,OFF-PA-10001166,4,13.48,0.4799382716,0.5200617284,12.44
2022-02-10,JS-16030_62521,FUR-CH-10004063,3,609.14,-0.0142866658,1.0142866658,-8.58
