IDLieu,Ville,Etat,Region
GM-14500_78577,Pharr,Texas,Central
JK-15205_22204,Arlington,Virginia,South
DW-13540_77070,Houston,Texas,Central
AS-10090_75061,Irving,Texas,Central
TS-21205_60653,Chicago,Illinois,Central
SM-20320_90049,Los Angeles,California,West 
BH-11710_39401,Hattiesburg,Mississippi,South
LW-16825_10024,New York City,New York,East 
JA-15970_44221,Cuyahoga Falls,Ohio,East 
KA-16525_98103,Seattle,Washington,West 
TG-21310_85204,Mesa,Arizona,West 
DB-13360_84106,Salt Lake City,Utah,West 
LS-17245_90045,Los Angeles,California,West 
MO-17950_28540,Jacksonville,North Carolina,South
CA-11965_44107,Lakewood,Ohio,East 
DB-12910_92630,Lake Forest,California,West 
DK-12835_97206,Portland,Oregon,West 
EB-14170_28205,Charlotte,North Carolina,South
DR-12940_60505,Aurora,Illinois,Central
JS-15685_19140,Philadelphia,Pennsylvania,East 
LC-16870_80229,Thornton,Colorado,West 
JP-15520_95616,Davis,California,West 
TS-21655_72701,Fayetteville,Arkansas,South
NM-18445_10011,New York City,New York,East 
EH-14125_26003,Wheeling,West Virginia,East 
DC-12850_38109,Memphis,Tennessee,South
DO-13645_77036,Houston,Texas,Central
LS-16975_75217,Dallas,Texas,Central
RW-19630_94122,San Francisco,California,West 
RD-19720_95037,Morgan Hill,California,West 
RB-19570_60174,Saint Charles,Illinois,Central
JE-15715_44105,Cleveland,Ohio,East 
PO-19195_19140,Philadelphia,Pennsylvania,East 
JK-16120_75043,Garland,Texas,Central
JP-16135_92024,San Diego,California,West 
Dp-13240_6708,Waterbury,Connecticut,East 
JB-16000_21044,Columbia,Maryland,East 
PP-18955_33021,Hollywood,Florida,South
RF-19840_22153,Springfield,Virginia,South
KH-16330_10035,New York City,New York,East 
EM-14200_75217,Dallas,Texas,Central
DK-12835_10024,New York City,New York,East 
MC-17425_97206,Portland,Oregon,West 
RW-19540_94513,Brentwood,California,West 
DS-13180_92037,San Diego,California,West 
GA-14725_75081,Dallas,Texas,Central
SC-20380_79907,El Paso,Texas,Central
KD-16345_10035,New York City,New York,East 
KH-16330_2151,Revere,Massachusetts,East 
GG-14650_95928,Chico,California,West 
JS-15685_33023,Miramar,Florida,South
BP-11095_90049,Los Angeles,California,West 
CC-12610_80219,Denver,Colorado,West 
SP-20860_19134,Philadelphia,Pennsylvania,East 
JK-15625_39212,Jackson,Mississippi,South
CC-12100_90045,Los Angeles,California,West 
DP-13000_77095,Houston,Texas,Central
SF-20065_7011,Clifton,New Jersey,East 
EH-13765_60623,Chicago,Illinois,Central
DN-13690_98115,Seattle,Washington,West 
PJ-19015_11561,Long Beach,New York,East 
MA-17560_53081,Sheboygan,Wisconsin,Central
VM-21835_33433,Boca Raton,Florida,South
MM-18055_80013,Aurora,Colorado,West 
CR-12580_92037,San Diego,California,West 
BS-11365_98105,Seattle,Washington,West 
RD-19585_52001,Dubuque,Iowa,Central
KD-16270_90032,Los Angeles,California,West 
AA-10645_1852,Lowell,Massachusetts,East 
MC-18100_98270,Marysville,Washington,West 
AA-10645_73120,Oklahoma City,Oklahoma,Central
QJ-19255_19134,Philadelphia,Pennsylvania,East 
JM-16195_80013,Aurora,Colorado,West 
TB-21625_10009,New York City,New York,East 
NF-18595_43130,Lancaster,Ohio,East 
BF-11020_95351,Modesto,California,West 
NP-18670_63116,Saint Louis,Missouri,Central
HM-14860_75217,Dallas,Texas,Central
DM-13525_10035,New York City,New York,East 
JF-15565_78207,San Antonio,Texas,Central
NM-18520_79109,Amarillo,Texas,Central
AG-10270_1841,Lawrence,Massachusetts,East 
BF-11275_31907,Columbus,Georgia,South
JC-15775_90032,Los Angeles,California,West 
PV-18985_2138,Cambridge,Massachusetts,East 
DO-13645_84106,Salt Lake City,Utah,West 
HA-14905_10035,New York City,New York,East 
SH-20395_44221,Cuyahoga Falls,Ohio,East 
JM-16195_28403,Wilmington,North Carolina,South
DK-13225_10035,New York City,New York,East 
CM-12715_19140,Philadelphia,Pennsylvania,East 
BF-10975_10009,New York City,New York,East 
SF-20965_19134,Philadelphia,Pennsylvania,East 
CB-12025_90049,Los Angeles,California,West 
TC-20980_11561,Long Beach,New York,East 
LW-17215_14609,Rochester,New York,East 
NS-18640_94109,San Francisco,California,West 
JM-15250_77340,Huntsville,Texas,Central
RF-19345_30344,East Point,Georgia,South
CA-12055_10009,New York City,New York,East 
KH-16690_97477,Springfield,Oregon,West 
LC-16960_22204,Arlington,Virginia,South
JL-15130_28403,Wilmington,North Carolina,South
DM-12955_85364,Yuma,Arizona,West 
MV-18190_92404,San Bernardino,California,West 
NS-18640_21215,Baltimore,Maryland,East 
AS-10630_98103,Seattle,Washington,West 
MT-17815_94110,San Francisco,California,West 
SR-20425_10035,New York City,New York,East 
DK-13375_98115,Seattle,Washington,West 
SV-20935_87105,Albuquerque,New Mexico,West 
RH-19510_90045,Los Angeles,California,West 
SB-20185_90045,Los Angeles,California,West 
CR-12820_77041,Houston,Texas,Central
EG-13900_19140,Philadelphia,Pennsylvania,East 
RD-19930_60623,Chicago,Illinois,Central
JM-15865_76903,San Angelo,Texas,Central
LW-16825_77506,Pasadena,Texas,Central
RW-19540_90049,Los Angeles,California,West 
BG-11695_67846,Garden City,Kansas,Central
TT-21220_90045,Los Angeles,California,West 
EB-13930_60653,Chicago,Illinois,Central
FP-14320_19134,Philadelphia,Pennsylvania,East 
JA-15970_95351,Modesto,California,West 
TS-21655_77070,Houston,Texas,Central
DP-13000_60610,Chicago,Illinois,Central
JD-15895_92503,Riverside,California,West 
GH-14485_75081,Dallas,Texas,Central
RD-19585_90008,Los Angeles,California,West 
CS-12490_33801,Lakeland,Florida,South
BF-11215_10035,New York City,New York,East 
NK-18490_19140,Philadelphia,Pennsylvania,East 
AZ-10750_92037,San Diego,California,West 
Co-12640_73505,Lawton,Oklahoma,Central
AG-10675_24153,Salem,Virginia,South
EM-14140_92704,Santa Ana,California,West 
CA-11965_57701,Rapid City,South Dakota,Central
RB-19360_98115,Seattle,Washington,West 
RD-19720_6457,Middletown,Connecticut,East 
MS-17830_21215,Baltimore,Maryland,East 
PG-18820_92105,San Diego,California,West 
KB-16240_79762,Odessa,Texas,Central
RB-19465_6460,Milford,Connecticut,East 
JD-15790_7109,Belleville,New Jersey,East 
JJ-15445_10035,New York City,New York,East 
LT-17110_92105,San Diego,California,West 
AH-10690_94122,San Francisco,California,West 
AB-10060_98105,Seattle,Washington,West 
FM-14380_39212,Jackson,Mississippi,South
GH-14410_90049,Los Angeles,California,West 
HE-14800_60623,Chicago,Illinois,Central
SZ-20035_10035,New York City,New York,East 
CM-12115_90008,Los Angeles,California,West 
TG-21310_98198,Des Moines,Washington,West 
DK-12985_97477,Springfield,Oregon,West 
SS-20410_19120,Philadelphia,Pennsylvania,East 
BM-11575_60653,Chicago,Illinois,Central
MY-17380_60623,Chicago,Illinois,Central
AG-10900_60623,Chicago,Illinois,Central
SG-20470_20852,Rockville,Maryland,East 
CC-12370_10011,New York City,New York,East 
LR-16915_27707,Durham,North Carolina,South
DB-13120_93101,Santa Barbara,California,West 
LP-17095_37918,Knoxville,Tennessee,South
KD-16495_10024,New York City,New York,East 
SA-20830_32114,Daytona Beach,Florida,South
BG-11035_37211,Nashville,Tennessee,South
DM-12955_37211,Nashville,Tennessee,South
MC-17845_75220,Dallas,Texas,Central
ML-17395_37130,Murfreesboro,Tennessee,South
RD-19930_75217,Dallas,Texas,Central
AB-10015_76017,Arlington,Texas,Central
EA-14035_91104,Pasadena,California,West 
SF-20065_2149,Everett,Massachusetts,East 
BC-11125_12180,Troy,New York,East 
PF-19165_30328,Sandy Springs,Georgia,South
SE-20110_95123,San Jose,California,West 
CJ-12010_32216,Jacksonville,Florida,South
PT-19090_32216,Jacksonville,Florida,South
LH-16900_10009,New York City,New York,East 
BW-11200_94122,San Francisco,California,West 
BS-11365_31907,Columbus,Georgia,South
DP-13390_60505,Aurora,Illinois,Central
CS-12400_19134,Philadelphia,Pennsylvania,East 
MS-17365_60653,Chicago,Illinois,Central
DK-12895_98103,Seattle,Washington,West 
SN-20560_48066,Roseville,Michigan,Central
TC-21475_72701,Fayetteville,Arkansas,South
AM-10705_28540,Jacksonville,North Carolina,South
AJ-10960_10035,New York City,New York,East 
KH-16360_19901,Dover,Delaware,East 
LP-17095_60505,Aurora,Illinois,Central
JE-15715_10009,New York City,New York,East 
MY-18295_92020,El Cajon,California,West 
FC-14245_45503,Springfield,Ohio,East 
ND-18460_10550,Mount Vernon,New York,East 
DB-13360_44107,Lakewood,Ohio,East 
LC-16960_33614,Tampa,Florida,South
BD-11725_31907,Columbus,Georgia,South
MC-17605_28540,Jacksonville,North Carolina,South
SZ-20035_60174,Saint Charles,Illinois,Central
DH-13675_33180,Miami,Florida,South
LC-16885_45373,Troy,Ohio,East 
JO-15145_98103,Seattle,Washington,West 
MT-17815_10011,New York City,New York,East 
EB-13750_22204,Arlington,Virginia,South
RS-19765_28205,Charlotte,North Carolina,South
RB-19435_95661,Roseville,California,West 
OT-18730_48234,Detroit,Michigan,Central
GZ-14545_90036,Los Angeles,California,West 
NL-18310_94110,San Francisco,California,West 
BG-11740_93309,Bakersfield,California,West 
MT-18070_74133,Tulsa,Oklahoma,Central
BC-11125_94122,San Francisco,California,West 
GW-14605_77036,Houston,Texas,Central
BD-11500_31907,Columbus,Georgia,South
PV-18985_77573,League City,Texas,Central
HM-14980_27217,Burlington,North Carolina,South
EM-14065_10009,New York City,New York,East 
SF-20065_75220,Dallas,Texas,Central
SC-20380_77095,Houston,Texas,Central
ND-18370_11561,Long Beach,New York,East 
FC-14245_33012,Hialeah,Florida,South
KL-16555_60505,Aurora,Illinois,Central
XP-21865_7109,Belleville,New Jersey,East 
FP-14320_10024,New York City,New York,East 
PS-18760_1810,Andover,Massachusetts,East 
CW-11905_19711,Newark,Delaware,East 
KH-16360_22204,Arlington,Virginia,South
TC-20980_35601,Decatur,Alabama,South
YS-21880_92345,Hesperia,California,West 
CC-12220_23320,Chesapeake,Virginia,South
ZD-21925_90036,Los Angeles,California,West 
JK-15370_35810,Huntsville,Alabama,South
GM-14440_37918,Knoxville,Tennessee,South
JW-15220_1841,Lawrence,Massachusetts,East 
BO-11350_19134,Philadelphia,Pennsylvania,East 
XP-21865_30605,Athens,Georgia,South
MM-18055_59405,Great Falls,Montana,West 
TS-21655_79907,El Paso,Texas,Central
JL-15235_34741,Kissimmee,Florida,South
SZ-20035_98105,Seattle,Washington,West 
LR-17035_95051,Santa Clara,California,West 
SV-20365_90049,Los Angeles,California,West 
MG-17890_93727,Fresno,California,West 
NC-18415_76106,Fort Worth,Texas,Central
SC-20680_98105,Seattle,Washington,West 
RO-19780_94110,San Francisco,California,West 
JL-15175_94110,San Francisco,California,West 
PW-19030_33068,Pompano Beach,Florida,South
MF-18250_77095,Houston,Texas,Central
CC-12220_60653,Chicago,Illinois,Central
MH-17440_77036,Houston,Texas,Central
CD-12790_6484,Shelton,Connecticut,East 
CV-12805_94601,Oakland,California,West 
TB-21625_6040,Manchester,Connecticut,East 
DG-13300_7050,Orange,New Jersey,East 
RD-19810_44312,Akron,Ohio,East 
JB-16045_6810,Danbury,Connecticut,East 
EJ-14155_2038,Franklin,Massachusetts,East 
BD-11620_28403,Wilmington,North Carolina,South
MR-17545_77095,Houston,Texas,Central
SR-20425_45503,Springfield,Ohio,East 
TH-21100_85301,Glendale,Arizona,West 
BD-11635_10009,New York City,New York,East 
SM-20950_90036,Los Angeles,California,West 
HE-14800_19711,Newark,Delaware,East 
JK-15640_92404,San Bernardino,California,West 
ON-18715_27217,Burlington,North Carolina,South
TH-21100_24153,Salem,Virginia,South
MD-17350_75217,Dallas,Texas,Central
AH-10075_76017,Arlington,Texas,Central
ML-17755_52302,Marion,Iowa,Central
LB-16795_98105,Seattle,Washington,West 
NP-18670_8701,Lakewood,New Jersey,East 
EB-13750_45231,Cincinnati,Ohio,East 
RP-19390_80229,Thornton,Colorado,West 
DC-12850_48066,Roseville,Michigan,Central
DJ-13510_85281,Tempe,Arizona,West 
CL-12565_19601,Reading,Pennsylvania,East 
NC-18340_55124,Apple Valley,Minnesota,Central
KN-16450_21215,Baltimore,Maryland,East 
SC-20260_78415,Corpus Christi,Texas,Central
AM-10705_89115,Las Vegas,Nevada,West 
RA-19945_44105,Cleveland,Ohio,East 
MM-17260_98105,Seattle,Washington,West 
BN-11470_60623,Chicago,Illinois,Central
JB-16045_43229,Columbus,Ohio,East 
DB-13615_85705,Tucson,Arizona,West 
JB-16045_19120,Philadelphia,Pennsylvania,East 
AH-10075_2920,Cranston,Rhode Island,East 
AI-10855_94122,San Francisco,California,West 
TH-21115_77070,Houston,Texas,Central
JE-15610_90049,Los Angeles,California,West 
TH-21235_60653,Chicago,Illinois,Central
JE-15715_77070,Houston,Texas,Central
AT-10735_6010,Bristol,Connecticut,East 
JH-15820_49423,Holland,Michigan,Central
DR-12940_87105,Albuquerque,New Mexico,West 
AB-10165_80027,Louisville,Colorado,West 
MC-18100_10024,New York City,New York,East 
IG-15085_6360,Norwich,Connecticut,East 
FH-14275_94122,San Francisco,California,West 
AS-10285_46060,Noblesville,Indiana,Central
PN-18775_37042,Clarksville,Tennessee,South
GM-14500_33021,Hollywood,Florida,South
NC-18625_17403,York,Pennsylvania,East 
TW-21025_85204,Mesa,Arizona,West 
BF-11020_10024,New York City,New York,East 
TT-21460_94110,San Francisco,California,West 
SW-20245_90036,Los Angeles,California,West 
PG-18820_68104,Omaha,Nebraska,Central
DP-13390_19120,Philadelphia,Pennsylvania,East 
DJ-13510_10024,New York City,New York,East 
EN-13780_49505,Grand Rapids,Michigan,Central
PB-19150_98115,Seattle,Washington,West 
BD-11560_93727,Fresno,California,West 
SE-20110_22204,Arlington,Virginia,South
AT-10735_90049,Los Angeles,California,West 
CC-12685_79424,Lubbock,Texas,Central
AS-10225_80501,Longmont,Colorado,West 
AB-10150_10701,Yonkers,New York,East 
DH-13075_90045,Los Angeles,California,West 
SR-20740_90049,Los Angeles,California,West 
NR-18550_79109,Amarillo,Texas,Central
SJ-20125_75217,Dallas,Texas,Central
LC-16885_10035,New York City,New York,East 
NS-18640_77041,Houston,Texas,Central
NS-18640_32839,Orlando,Florida,South
HG-14965_41042,Florence,Kentucky,South
SF-20200_10009,New York City,New York,East 
EM-14065_75034,Frisco,Texas,Central
DO-13645_7501,Paterson,New Jersey,East 
MY-18295_53209,Milwaukee,Wisconsin,Central
DB-13615_94109,San Francisco,California,West 
SP-20920_43229,Columbus,Ohio,East 
ME-17320_90008,Los Angeles,California,West 
BS-11755_48227,Detroit,Michigan,Central
KS-16300_31907,Columbus,Georgia,South
CC-12475_94122,San Francisco,California,West 
HD-14785_19143,Philadelphia,Pennsylvania,East 
KB-16315_90008,Los Angeles,California,West 
HR-14830_19140,Philadelphia,Pennsylvania,East 
TB-21625_10035,New York City,New York,East 
DS-13180_31907,Columbus,Georgia,South
GB-14530_80013,Aurora,Colorado,West 
VB-21745_77041,Houston,Texas,Central
MC-17425_60623,Chicago,Illinois,Central
CB-12025_35601,Decatur,Alabama,South
PM-18940_22153,Springfield,Virginia,South
DC-13285_33317,Plantation,Florida,South
LA-16780_77041,Houston,Texas,Central
DJ-13420_53209,Milwaukee,Wisconsin,Central
MH-18115_32771,Sanford,Florida,South
BG-11035_75056,The Colony,Texas,Central
SV-20365_45373,Troy,Ohio,East 
DP-13105_11550,Hempstead,New York,East 
SR-20740_75081,Dallas,Texas,Central
BT-11680_77041,Houston,Texas,Central
JK-15640_94110,San Francisco,California,West 
ST-20530_34952,Port Saint Luci,Florida,South
TS-21505_3301,Concord,New Hampshire,East 
CM-12190_55901,Rochester,Minnesota,Central
MC-17590_78666,San Marcos,Texas,Central
MH-17440_92025,Escondido,California,West 
RD-19720_19134,Philadelphia,Pennsylvania,East 
KB-16240_90049,Los Angeles,California,West 
FC-14335_19140,Philadelphia,Pennsylvania,East 
BD-11770_19120,Philadelphia,Pennsylvania,East 
FH-14365_11550,Hempstead,New York,East 
SO-20335_80634,Greeley,Colorado,West 
PM-19135_32216,Jacksonville,Florida,South
GD-14590_22204,Arlington,Virginia,South
PA-19060_94122,San Francisco,California,West 
LS-17200_93727,Fresno,California,West 
JL-15175_89502,Reno,Nevada,West 
CA-12310_78207,San Antonio,Texas,Central
CM-12160_2740,New Bedford,Massachusetts,East 
BT-11440_10035,New York City,New York,East 
SE-20110_93030,Oxnard,California,West 
HG-14965_90036,Los Angeles,California,West 
PF-19165_94601,Oakland,California,West 
BD-11770_98026,Edmonds,Washington,West 
BT-11395_90004,Los Angeles,California,West 
EM-14095_10024,New York City,New York,East 
LC-17050_75217,Dallas,Texas,Central
FH-14275_37064,Franklin,Tennessee,South
CM-12235_85023,Phoenix,Arizona,West 
FM-14380_33178,Miami,Florida,South
HG-14965_80906,Colorado Spring,Colorado,West 
AG-10525_10011,New York City,New York,East 
OT-18730_18018,Bethlehem,Pennsylvania,East 
SV-20365_19140,Philadelphia,Pennsylvania,East 
JM-16195_40214,Louisville,Kentucky,South
HM-14980_98105,Seattle,Washington,West 
PO-19180_53142,Kenosha,Wisconsin,Central
KC-16675_42420,Henderson,Kentucky,South
DB-13120_75217,Dallas,Texas,Central
SV-20935_85345,Peoria,Arizona,West 
NS-18640_28540,Jacksonville,North Carolina,South
MH-17455_90032,Los Angeles,California,West 
RR-19525_37211,Nashville,Tennessee,South
RH-19555_28205,Charlotte,North Carolina,South
RP-19390_98103,Seattle,Washington,West 
KB-16600_60623,Chicago,Illinois,Central
MH-17620_45231,Cincinnati,Ohio,East 
HZ-14950_33311,Fort Lauderdale,Florida,South
JG-15160_77041,Houston,Texas,Central
AB-10165_90712,Lakewood,California,West 
HJ-14875_94122,San Francisco,California,West 
CJ-11875_19140,Philadelphia,Pennsylvania,East 
ED-13885_98115,Seattle,Washington,West 
KB-16315_44105,Cleveland,Ohio,East 
JS-16030_62521,Decatur,Illinois,Central
PO-18850_76063,Mansfield,Texas,Central
RD-19810_77070,Houston,Texas,Central
JD-15895_23223,Richmond,Virginia,South
SR-20740_22204,Arlington,Virginia,South
TZ-21580_94122,San Francisco,California,West 
TN-21040_92024,San Diego,California,West 
PW-19030_13601,Watertown,New York,East 
AH-10075_90036,Los Angeles,California,West 
AY-10555_19140,Philadelphia,Pennsylvania,East 
SP-20650_44312,Akron,Ohio,East 
ED-13885_94110,San Francisco,California,West 
CR-12625_49505,Grand Rapids,Michigan,Central
CS-12400_94109,San Francisco,California,West 
TS-21205_37211,Nashville,Tennessee,South
RP-19390_19120,Philadelphia,Pennsylvania,East 
NF-18475_89502,Reno,Nevada,West 
PP-18955_10009,New York City,New York,East 
JD-16150_90008,Los Angeles,California,West 
EJ-14155_92037,San Diego,California,West 
PW-19240_94110,San Francisco,California,West 
TS-21430_92105,San Diego,California,West 
BM-11650_44035,Elyria,Ohio,East 
AW-10930_77070,Houston,Texas,Central
MH-17290_33178,Miami,Florida,South
SW-20275_98115,Seattle,Washington,West 
SP-20860_37130,Murfreesboro,Tennessee,South
SC-20695_63116,Saint Louis,Missouri,Central
PW-19030_98105,Seattle,Washington,West 
CS-12250_10024,New York City,New York,East 
RP-19855_55125,Woodbury,Minnesota,Central
CS-12175_37421,Chattanooga,Tennessee,South
MJ-17740_19140,Philadelphia,Pennsylvania,East 
JG-15160_70506,Lafayette,Louisiana,South
AG-10765_46226,Lawrence,Indiana,Central
CK-12205_97123,Hillsboro,Oregon,West 
HD-14785_2138,Cambridge,Massachusetts,East 
BO-11350_92105,San Diego,California,West 
LC-16885_10009,New York City,New York,East 
RB-19465_32303,Tallahassee,Florida,South
JD-16015_43615,Toledo,Ohio,East 
MF-17665_21044,Columbia,Maryland,East 
BF-11170_30318,Atlanta,Georgia,South
FO-14305_95823,Sacramento,California,West 
BB-11545_76106,Fort Worth,Texas,Central
IL-15100_43229,Columbus,Ohio,East 
PO-19180_80027,Louisville,Colorado,West 
DB-13555_27604,Raleigh,North Carolina,South
LC-16960_10024,New York City,New York,East 
MP-18175_60623,Chicago,Illinois,Central
EA-14035_77340,Huntsville,Texas,Central
BM-11785_97301,Salem,Oregon,West 
CM-12715_77070,Houston,Texas,Central
JD-16150_83301,Twin Falls,Idaho,West 
AS-10630_37918,Knoxville,Tennessee,South
CM-11815_85023,Phoenix,Arizona,West 
JE-15715_28110,Monroe,North Carolina,South
AG-10525_23223,Richmond,Virginia,South
BP-11095_90008,Los Angeles,California,West 
MJ-17740_84057,Orem,Utah,West 
VM-21685_5408,Burlington,Vermont,East 
KT-16480_19134,Philadelphia,Pennsylvania,East 
CS-12250_60623,Chicago,Illinois,Central
AB-10015_73120,Oklahoma City,Oklahoma,Central
AH-10030_10035,New York City,New York,East 
DO-13435_84106,Salt Lake City,Utah,West 
MC-17590_13501,Utica,New York,East 
JF-15190_19134,Philadelphia,Pennsylvania,East 
SM-20950_90004,Los Angeles,California,West 
SP-20650_49201,Jackson,Michigan,Central
CK-12760_85301,Glendale,Arizona,West 
PW-19240_19805,Wilmington,Delaware,East 
EB-14170_78745,Austin,Texas,Central
DK-13090_32839,Orlando,Florida,South
TB-21055_19601,Reading,Pennsylvania,East 
AG-10900_19134,Philadelphia,Pennsylvania,East 
BB-11545_63301,Saint Charles,Missouri,Central
VP-21760_46203,Indianapolis,Indiana,Central
RP-19270_98115,Seattle,Washington,West 
DH-13675_22801,Harrisonburg,Virginia,South
SW-20455_14609,Rochester,New York,East 
KF-16285_30328,Sandy Springs,Georgia,South
JR-16210_94110,San Francisco,California,West 
JC-16105_55407,Minneapolis,Minnesota,Central
BP-11290_43229,Columbus,Ohio,East 
FA-14230_27604,Raleigh,North Carolina,South
DN-13690_10011,New York City,New York,East 
FO-14305_19143,Philadelphia,Pennsylvania,East 
DP-13105_83642,Meridian,Idaho,West 
JW-15220_95823,Sacramento,California,West 
TT-21460_28205,Charlotte,North Carolina,South
SN-20560_7501,Paterson,New Jersey,East 
JM-15865_22204,Arlington,Virginia,South
SB-20185_60653,Chicago,Illinois,Central
CC-12475_92037,San Diego,California,West 
SH-19975_98105,Seattle,Washington,West 
RB-19435_43229,Columbus,Ohio,East 
TC-21295_77095,Houston,Texas,Central
CT-11995_75061,Irving,Texas,Central
GZ-14470_7960,Morristown,New Jersey,East 
AM-10360_90008,Los Angeles,California,West 
AH-10120_60505,Aurora,Illinois,Central
MY-18295_27707,Durham,North Carolina,South
BS-11590_43229,Columbus,Ohio,East 
BB-10990_90036,Los Angeles,California,West 
ML-17755_95207,Stockton,California,West 
FC-14245_65203,Columbia,Missouri,Central
CR-12625_31907,Columbus,Georgia,South
LC-16960_92037,San Diego,California,West 
GZ-14470_77590,Texas City,Texas,Central
BD-11320_90004,Los Angeles,California,West 
EM-14095_22153,Springfield,Virginia,South
BP-11290_62521,Decatur,Illinois,Central
SU-20665_10009,New York City,New York,East 
AY-10555_94110,San Francisco,California,West 
EM-13825_92553,Moreno Valley,California,West 
SA-20830_2149,Everett,Massachusetts,East 
CA-12265_37421,Chattanooga,Tennessee,South
CV-12805_78745,Austin,Texas,Central
AH-10690_23464,Virginia Beach,Virginia,South
DS-13180_14701,Jamestown,New York,East 
AH-10690_33134,Coral Gables,Florida,South
ZC-21910_28601,Hickory,North Carolina,South
DF-13135_61107,Rockford,Illinois,Central
SS-20140_98103,Seattle,Washington,West 
FP-14320_77340,Huntsville,Texas,Central
HE-14800_53209,Milwaukee,Wisconsin,Central
SP-20545_54302,Green Bay,Wisconsin,Central
BP-11185_19120,Philadelphia,Pennsylvania,East 
PG-18895_90008,Los Angeles,California,West 
JP-15520_33161,North Miami,Florida,South
NW-18400_97206,Portland,Oregon,West 
SW-20245_60505,Aurora,Illinois,Central
EH-14005_94109,San Francisco,California,West 
SC-20260_94110,San Francisco,California,West 
NC-18535_2740,New Bedford,Massachusetts,East 
AS-10090_92037,San Diego,California,West 
JL-15130_38301,Jackson,Tennessee,South
VG-21790_32216,Jacksonville,Florida,South
HG-14965_92024,San Diego,California,West 
JH-15430_33012,Hialeah,Florida,South
RO-19780_77070,Houston,Texas,Central
LW-17125_23464,Virginia Beach,Virginia,South
CC-12370_77070,Houston,Texas,Central
JP-16135_19120,Philadelphia,Pennsylvania,East 
DD-13570_38109,Memphis,Tennessee,South
ES-14080_44107,Lakewood,Ohio,East 
RD-19900_19120,Philadelphia,Pennsylvania,East 
RL-19615_90008,Los Angeles,California,West 
JP-15460_75220,Dallas,Texas,Central
DM-13345_7050,Orange,New Jersey,East 
CS-11860_75220,Dallas,Texas,Central
DL-13315_60441,Romeoville,Illinois,Central
LC-16870_60623,Chicago,Illinois,Central
JG-15115_28540,Jacksonville,North Carolina,South
HM-14860_65807,Springfield,Missouri,Central
TN-21040_94110,San Francisco,California,West 
VP-21760_38401,Columbia,Tennessee,South
CS-12355_33021,Hollywood,Florida,South
PG-18820_75081,Dallas,Texas,Central
HG-14845_77041,Houston,Texas,Central
MH-18115_19140,Philadelphia,Pennsylvania,East 
TB-21280_85023,Phoenix,Arizona,West 
EM-13825_30328,Sandy Springs,Georgia,South
JF-15415_99207,Spokane,Washington,West 
NB-18655_53209,Milwaukee,Wisconsin,Central
CS-11860_45014,Fairfield,Ohio,East 
ND-18460_35810,Huntsville,Alabama,South
EA-14035_10011,New York City,New York,East 
BP-11050_90008,Los Angeles,California,West 
NS-18640_88220,Carlsbad,New Mexico,West 
MV-17485_83201,Pocatello,Idaho,West 
LE-16810_22153,Springfield,Virginia,South
VP-21760_43615,Toledo,Ohio,East 
TC-21475_80525,Fort Collins,Colorado,West 
SG-20470_10024,New York City,New York,East 
VP-21760_10035,New York City,New York,East 
PO-18865_1752,Marlborough,Massachusetts,East 
JL-15130_10801,New Rochelle,New York,East 
RW-19540_98103,Seattle,Washington,West 
RB-19465_48227,Detroit,Michigan,Central
SC-20095_72701,Fayetteville,Arkansas,South
EM-13960_62301,Quincy,Illinois,Central
RP-19390_10035,New York City,New York,East 
AB-10105_48205,Detroit,Michigan,Central
ND-18460_85224,Chandler,Arizona,West 
XP-21865_33021,Hollywood,Florida,South
MM-18280_90049,Los Angeles,California,West 
ML-17395_94122,San Francisco,California,West 
KM-16225_94086,Sunnyvale,California,West 
SL-20155_10011,New York City,New York,East 
AJ-10780_90004,Los Angeles,California,West 
DK-12835_94122,San Francisco,California,West 
BK-11260_92704,Santa Ana,California,West 
CC-12670_98103,Seattle,Washington,West 
ED-13885_10011,New York City,New York,East 
SV-20785_90045,Los Angeles,California,West 
AR-10825_98103,Seattle,Washington,West 
CS-12250_92024,San Diego,California,West 
RR-19525_10035,New York City,New York,East 
BD-11500_60653,Chicago,Illinois,Central
BM-11785_22801,Harrisonburg,Virginia,South
MS-17365_20852,Rockville,Maryland,East 
BM-11140_98198,Des Moines,Washington,West 
KE-16420_19134,Philadelphia,Pennsylvania,East 
SZ-20035_47201,Columbus,Indiana,Central
MB-18085_65807,Springfield,Missouri,Central
DB-13555_42420,Henderson,Kentucky,South
CB-12415_44107,Lakewood,Ohio,East 
SP-20650_68104,Omaha,Nebraska,Central
GW-14605_42420,Henderson,Kentucky,South
KH-16630_92704,Santa Ana,California,West 
BG-11035_22153,Springfield,Virginia,South
LO-17170_23434,Suffolk,Virginia,South
DV-13465_90049,Los Angeles,California,West 
LR-17035_77041,Houston,Texas,Central
RR-19525_27511,Cary,North Carolina,South
TS-21610_45503,Springfield,Ohio,East 
AH-10210_40214,Louisville,Kentucky,South
DW-13585_45373,Troy,Ohio,East 
AJ-10945_48227,Detroit,Michigan,Central
SV-20785_47401,Bloomington,Indiana,Central
MG-17650_75081,Dallas,Texas,Central
AB-10105_77041,Houston,Texas,Central
MM-18280_76117,Haltom City,Texas,Central
MA-17995_23223,Richmond,Virginia,South
EB-13975_90049,Los Angeles,California,West 
