BreedID	strangeraggr	owneraggr	dogaggr	dogfear	dogrivalry	trainability	chasing	strangerfear	nonsocialfear	sepprobs	touchsens	excitability	attachatten	energy
Belgian Tervuren	0.5	0	1.5	0	0.75	3.125	3	0	0	0	0	2.5	2.1666666667	4
Poodle (Standard)	0.2	0	0.25	0	0	3.5	2.5	0	0.1666666667	0	0.25	2.6666666667	2.3333333333	3
Poodle (Standard)	0.1	0	1.25	0	0	2.75	1.75	0	1	0.125	1	3.1666666667	2.6666666667	2.5
Whippet	0	0	0	0	0	2.375	3.5	0	0	0.125	0	1.6666666667	0.8333333333	1.5
Whippet	0	0	0	0	0	2.625	4	0	0.5	0.5	0	1.6666666667	0.8333333333	0.5
Whippet	0	0.375	0.25	0.25	0.25	3.375	3.25	0	0.3333333333	0.375	0.75	1.8333333333	1	1.5
Golden Retriever	0	0.125	0	0.5	0.5	3.375	0.75	0	0.5	0	0.25	2.1666666667	2.6666666667	3
German Shepherd	0	0	0	0	0	3.25	0	0.5	0.5	0	0	0.8333333333	1.3333333333	1
Poodle (Standard)	0	0	0	0	0	2.625	1	0	0	0.625	0	2.1666666667	2.3333333333	2
Labrador Retriever	0	0	0	0.5	0.25	3.125	1.25	0	0	0	0.5	0.8333333333	1.6666666667	2.5
Golden Retriever	0	0	0	0	0	4	0	0	0	0	0	0	0.5	1
Mixed Breed/Unknown	0	0.875	0.5	0		2.25	0.6666666667	0	0.1666666667	0.25	0	1.6666666667	2.6666666667	3
Pit Bull mix	0.2222222222	0	0	0.5	0.25	2.125	2.75	0	1	0.5	0.5	1.8333333333	2	1
Boxer	0	0	0.75	0	0	4	1.25	0	0.6666666667	0	0	1.8333333333	1.6666666667	1.5
Rottweiler	0.9	0.125	2.25	0		2.5	3.75	1	1	0	1	0.6666666667	1.8	1.5
Border Collie	0.1	0	1	0	2.25	4	2.75	0	0.8333333333	0.5	0	1	0.6666666667	1
Labrador Retriever	0.1	0	0.75	0	0	1.875	1.25	0	0	0.25	0	1.1666666667	1.5	1
Mixed Breed/Unknown	0.4	0	0.75	0.75	0	2.25	2.25	0.25	1.1666666667	0.5	1	1	2.1666666667	1.5
Mixed Breed/Unknown	0.5	0	1	0.5	0	2.7142857143	2.5	0	1.5	0.875	0.5	1.6666666667	2	3.5
Golden Retriever	0.2	0	0	1.25	0	3	2	0	0.4	0.25	0	3.3333333333	2.6	2.5
Golden Retriever	0	0	2.5	2		2	2.25	0	0.3333333333	0	0.5	1	2.3333333333	2
Poodle (Miniature)	0.3	0	0	0	0.25	2.875	0.5	0	1.1666666667	1.5	0.5	1.1666666667	1.3333333333	1
Chinese Shar-Pei	1.1	0	2	0.5	1	2.5	3.25	2.25	1.3333333333	1.25	0.25	2.8333333333	1.3333333333	3
Dachshund	1.3333333333	0.125	1.75	2	1	1	3.75	0	0.5	0.75	0	1.5	2.3333333333	3.5
Beagle	0.9	0.875	1.75	2	1.75	2.25	1.25	1.25	1.3333333333	1.25	0.25	2.6666666667	1.8333333333	1
Beagle	0	0	0.25	0.25	0.25	1.125	1.5	0	0.1666666667	1.5	0	0.1666666667	1.8333333333	2.5
Beagle	2	0.125	2.75	0.25	0.25	2.8571428571	1.3333333333	1.25	1.3333333333	0.375	1.75	2.3333333333	1.1666666667	2.5
Cocker Spaniel (American)	0.4	0.125	1.25	0.25	0.25	2.625	0		0	0.25	0.3333333333	1.6	2.1666666667	2
Australian Cattle Dog	0.5	0	0.25	0.75	0	3.375	2.75	0.25	0.5	0.25	0.75	2.1666666667	2.3333333333	2
Australian Cattle Dog	1.1	0	3	2.3333333333	0.75	2.625	2.5	0.75	1.3333333333	0.25	1.5	2	2.3333333333	0
Rottweiler	0	0.375	0	1	0.5	2.4285714286	0.6666666667	1.25	1	0.75	1	0.5	2.1666666667	1.5
Rhodesian Ridgeback	0	0	0.5	0.25	0	3.125	2.25	0.75	0	0.375	0.75	2	2.3333333333	2
Eurasier	0.2	0	0	0	0	2.5714285714	1.5	0	0.3333333333	0.125	1	1	1.8333333333	1
Eurasier	0.8	0.25	0.75	0	0.5	2.25	0.5	0	0.5	0.375	1	1.6666666667	1.1666666667	1
Eurasier	0.9	0	0	0.25	0.25	2	2.5	0.75	0.3333333333	0.25	1.5	1.8333333333	1.3333333333	1
Mixed Breed/Unknown	1	0	1.75	1	1.75	2.25	0.5	0	1.3333333333	1.5	1.25	2.8333333333	2.5	2
Golden Retriever	0.3	0	0.75	0.75	0	2.75	0.25	0	0.8333333333	0	1.5	0.8333333333	2	1.5
Golden Retriever	0	0	0	0.25	0	3	0.5	0	0.1666666667	0	0.75	1.1666666667	1.8333333333	0
Mixed Breed/Unknown	0.4	0	0.25	0.5	0	2	1.25	0	0.6666666667	2.75	0	2.6666666667	3	2.5
Mixed Breed/Unknown	0.4	0	0.5	1.25	0.5	3	1.5	0	1	0	0	2.5	0.3333333333	2
Labrador Retriever	0	0	0	0.3333333333	0	2.5	1.3333333333	0	0.1666666667	0.625	0	2.8333333333	1	4
Australian Shepherd	1.2	0	1.75	0	1	3.75	2	0	0	1.125	0	2.1666666667	2.1666666667	2
German Shepherd		0	2.25	0.25	1	2.5	3.3333333333	0.25	0.3333333333	0.875	0.75	2.6	2.2	3.5
Rottweiler	0.125	0.25	1	0	1	3	2	0	0	0.375	0.75	1	1.6666666667	0
Weimaraner	0.9	0	1.75	2.75	0	2.25	3.5	1	1.1666666667	0.625	0.6666666667	2.3333333333	2.6666666667	1
Boxer	0.4444444444	0.375	0		2	1.25	3.25	0	0.3333333333	1.25	2	4	1.1666666667	4
Mixed Breed/Unknown		0.25	0	0	1.5	2.3333333333	2	0	0.8	0.25	0.75	0.3333333333	0.3333333333	0
Mixed Breed/Unknown	2	0	3.25	0	1	3.25	1.3333333333	0.25	1.6666666667	0.125	1	1.6666666667	2.5	0.5
Mixed Breed/Unknown	1	0	1	1.5	0.5	3.625	1.75	2	2.4	0.375	1	1.3333333333	0.6666666667	0
Silky Terrier	0.5	0	0	0.5	0	3.375	3	0.25	0	0	0.75	2.3333333333	0.8333333333	3
Soft Coated Wheaten Terrier	0.8888888889	0	1.5	0	0	2.375	3	1.75	0.1666666667	0.625	0.5	2.1666666667	0.6666666667	2.5
Dalmatian	0.6	0.125	0.75	0.25	1.5	2.25	3	1.25	0.1666666667	0.75	0.5	2.5	2.5	3
Labrador Retriever	0.4	0	1.5	1	0	2	1.5	0	1.5	0.5	0	1.8333333333	3	1.5
Shih Tzu	0	0	0	0	0	3.625	0	0	0	0	0	1.3333333333	2.6666666667	0
Poodle (Standard)	0	0	0	0	0	2.5	0	0	0	0	0	0.5	2.6666666667	0
Chesapeake Bay Retriever	0	0	0	0.25	0	4	0.75	0	0.3333333333	0.125	0	0.5	2.6666666667	1.5
Labrador Retriever	0	0	0	0	0	2.375	0.5	1.75	0.3333333333	1.5	0	1.6666666667	3.5	4
Shetland Sheepdog	2	0			0	2.875	3	3.25	2.2	0.25	0.6666666667	3.1666666667	2.1666666667	1.5
Weimaraner	0.2	0	0	0	0	3.375	0.25	0	0	0.5	0	1	1.4	2
Labrador Retriever	0	0	0	0.25		3	0.75	0	0.1666666667	0.375	0	0.8333333333	1.3333333333	2
Mixed Breed/Unknown	0.4	0.125	1	0.5		1.875	1.75	0.25	0.8333333333	1.125	0.5	2.3333333333	1.4	2
Mastiff (English)	0	0	0.5	0.25	0.5	3.125		0	0	0	0	1	1	1
Mastiff (English)	0	0	0	0	0	1.375		0.5	3.8	0.25	0	1.6666666667	2.6666666667	0.5
Dachshund	0.7	0	1	0	2	3	1.3333333333	0	0.1666666667	1	0.25	1.5	2.3333333333	0
Mastiff (English)	0	0.25	0.5	0	0.25	2.125		0	0.5	0.25	0	2.3333333333	2.1666666667	2
Airedale Terrier	0.9	0	1.25	0	0	2	3.75	1.25	0.6666666667	0	0	2.1666666667	1	3
German Shepherd	0.5	0.125	0.25	0.25		3.125	2.75	0	0.2	0.625	3.25	1.6666666667	3	0.5
Yorkshire Terrier	0.5	0	1.5	1.75	1.5	2.5	1.6666666667	1	0.8333333333	1	1.5	2	2	2
Silky Terrier			1	0.3333333333		1.3333333333	1.5		0.8	1.625			1.3333333333	1
Mixed Breed/Unknown	0.5	0	1.75	0	0	2.875	3	0.75	1	1.375	1	2	1.6666666667	0.5
Weimaraner	0.3	0	0	0	0	3.25	2.75	0	0.1666666667	1	0	3.4	3.8333333333	4
Poodle (Standard)	0	0	0.75	0	0	2.125	3.25	0	0.3333333333	0	0.25	2	2	2
Afghan Hound	0	0	0	1	0		2	3.25	1.4		0.75			2.5
Border Collie	0.2	0	1	1.5	0.25	2.25	2.75	0	0.5	0.625	0.5	1	0.6	1.5
Border Collie	0	0	0	0	0	3.375	0	0	0.1666666667	0	0	1.6666666667	2.1666666667	2
Mixed Breed/Unknown	0.5	0	1.3333333333	1.3333333333		2	3.25	0	1	0	0.75	1.5	2.5	3
Mixed Breed/Unknown	0	0	0	0	0	3.125	0.5	1	0	1.25	0.25	1	2.5	1.5
English Bulldog		0.125	4	0.25	1	2.25	3	0	0.3333333333	0.125	0	2.1666666667	3.1666666667	3
Maltese	0	0	0.5	1.5	0.5	2.75	1.3333333333	0	0.1666666667	0.5	0	2	2	2
Mixed Breed/Unknown	2.9	1.125	1.6666666667	1.5		2.125	2.5	0.5	0.2	1.5	1.6666666667	3.8333333333	3.8333333333	4
Mixed Breed/Unknown	0.4	0	0.25	0.25	0	2.25	3	0	1.8333333333	0.125	0.5	4	1	4
Border Collie	0.7	0	1	0.5		3.5	2.25	0.5	1.3333333333	0.75	0.5	1.6666666667	1.8333333333	3
Mixed Breed/Unknown	0.9	0.25	0	0.25	0.5	1.75	2.5	0	0.1666666667	0	1	2.3333333333	4	3
Chihuahua	1.8	0.625	0		2	1.375	3.75	3.75	3.3333333333	1.75	3.6666666667	3.3333333333	3	2.5
Rottweiler	0.6	1.625	0	1.75	1	2.375	0	0	3.3333333333	1	4	4	4	4
Labrador Retriever	0.1	0.25	0.6666666667	0.6666666667	0.25	2.25	2		1.4		2	3.1666666667	1.3333333333	4
Shih Tzu	0.1	0	0	0	0	2.25	1.5	0	0.1666666667	0.25	0	1.8333333333	2.6666666667	2
Border Collie	0.4	0	0	1	0	3.375	1.25	1	0.1666666667	0.5	0	2	2.1666666667	2.5
Golden Retriever	0.2222222222	0	1.75	0.25		2	3.25	0	1.4	0.625	0.75	1	3.2	2.5
Australian Shepherd	0.4	0.25	0.25	1	0.75	3.25	1.5	0	1	0	0.5	3.1666666667	2.3333333333	3
Border Collie	0.6	0	0.75	1.25	1.75	3.375	1.75	0.75	1	0	0.25	2.1666666667	2	2.5
Poodle (Standard)	0	0.125	0		0.25		0.5	0		1.125	0	1.6666666667	2	0
Soft Coated Wheaten Terrier	0.1	0	1.25	1	0.5	2.375	2.75	0	0.4	0.25	0.25	2.8333333333	2	4
Soft Coated Wheaten Terrier	0	0	0.25	0.25	0.75	3.125	2.5	0	1.8	0.125	1	3.3333333333	1.8333333333	3.5
Basset Hound	0	0	0	0.75	0.75	2.5	1	0.75	0.5	0.25	2	2.6666666667	2.3333333333	2
Basset Hound	0	0	0	0.75	0.5	2.75	2.25	0	0	0	1	2	1.6666666667	2
Pit Bull mix	0.8	0.25	2.25	1.25	1	2.375	3.5	1	0.6666666667	0.875	1.25	2.5	1.8333333333	3.5
American Staffordshire Terrier	0.3	0	0	0		1.625	3	0	1.6666666667	0.625	1	4	2	4
Dalmatian	0	0	1	0.75	0.25	3		0		0.625	0.25	0.8333333333	2.6666666667	2
Border Collie	0.2	0	1.75	1.75	0.25	2.625	1.5	0	0.5	0.625	1	1.8333333333	2.6666666667	1
Mixed Breed/Unknown	0.2	0	2.75	0	0.25	2.25	3.75	0	0.6666666667	0	1.25	3	0.3333333333	2.5
Maltese	0.9	0.5	1	0.75		2.625	1.5	0	1.1666666667	0	1	2	2	2
Poodle (Miniature)	4	0.25	3.25	1.75		3.2857142857	3.5	3	1.1666666667	0.5	3	2.8333333333	2	2
Great Dane	0	0	0	0	0	2.25	1	0.25	1.5	0	0	1.6666666667	2.3333333333	2
Great Dane	0.1	0	1.25	0	0	3	0.5	0	0.3333333333	0	0	1.3333333333	1.6666666667	1.5
Great Dane	0.3	0	2	0	0	2.5	0.75	0	0	0	0.25	1.3333333333	2.1666666667	2
Greyhound	0	0	0.5	0.5	0	2.25		0	0.6666666667	1.5	0	1.6666666667	1.1666666667	1
Australian Shepherd	1.1	0.75	0.75	1.25	0.25	2.25	2.25	0.75	0.1666666667	0	1.25	2.1666666667	2.8	3
Basenji	0.2222222222	0.75	0.25	0.25	0.75	1.7142857143	3.5	0.25	0.2	0.5	0.25	1	0.6666666667	0.5
Rhodesian Ridgeback	0.8	0	0	0	0	2.5	3.25	0	0	0.25	0	1.3333333333	1	1
Labrador Retriever	0	0	0	0	0	3.125	0.5	0	0.1666666667	0.125	0.5	0.8333333333	0.6666666667	0
Labrador Retriever	0	0	0	0.5	0	2.875	0.5	0	0.1666666667	0.25	0.25	2.8333333333	0.6666666667	0
Labrador Retriever	1.1	0	1	1.3333333333		2	0.75	1	0.6666666667	0.75	0.75	2.5	1.5	0.5
Bulldog	2.2	0.75	1.75	0.75	1.5	2	2.25	1.5	1.3333333333	2.25	0.25	3.5	3.3333333333	3.5
Brittany	0.4	0	0.5	0	0.5	2.875	2.5	0	0	0.125	0.25	2	1	2
Beagle	0.6	0.125		0		1.8571428571	2.25	0	0.5	0.375	1	2.5	2.1666666667	2
Border Collie	0	0	0.75	1	0	4	1.5	0	0.3333333333	0.25	0.75	1.6666666667	1.8333333333	2.5
Border Collie	0	0	0	0	0	3.4285714286	0.75	0	1	0	0.25	2	0.8333333333	1
Border Collie	0.2	0.5	0.25	0.5	0	3.1428571429	0	0	0.6666666667	0	0.25	2.8333333333	1.1666666667	0.5
Mixed Breed/Unknown			0.25	1	0.25		1.6666666667	1.6666666667					1.5	2
Soft Coated Wheaten Terrier	0	0	2	0.25	0	2.5		0	0.8	0.125	0.25	1.8333333333	1.1666666667	2.5
Weimaraner	0.6	0	0.5	0.5		2.5	2.75		1.6666666667	1.75	1.75	3.6666666667	2.5	2.5
Shiba Inu	0.1	0	0	0.3333333333	1.5	2.375	2.25	0	0.5	0.25	0.5	1.5	1.1666666667	1.5
Shiba Inu	0.2	0	3.75	0.6666666667	0	3.25	3.5	0	0.6666666667	0.125	0.75	2.8333333333	1.3333333333	2.5
Mastiff (English)	0.1	0	0.75	0.5	0.5	2.75	1.6666666667	3	1.8333333333	0.125	0.5	2.5	2.1666666667	1
Labrador Retriever	1.3	0.375	1.5	1.5		1.875	1.5	0.75	1.3333333333	0.75	0.75	2.8333333333	2.4	2
Labrador Retriever	0	0	0	0.5	0	4	0	0	0	0	0	0.1666666667	1.8333333333	0
Labrador Retriever	0	0	0	0	0	2.625	1.75	0	0.4	1.125	0	1.5	0	1.5
Shetland Sheepdog	0.1	0	0	1.75	2.75	3.75	2	2.25	0.1666666667	1.25	1.25	4	2.6666666667	4
Golden Retriever	0	0.25	0.75	3.5	0.5	3.375	0.5	0	0.3333333333	0	0	0.1666666667	1.6666666667	0
Golden Retriever	0	0	0	2.5	0.25	3.625	0	0	0.1666666667	0	0	0	1	0
Golden Retriever	0	0	0	0	0	3.75	0	0	1	1.25	0.5	1.1666666667	1.6666666667	4
Golden Retriever	0	0	0	0.25	0	3.75	0.25	0	0.8333333333	0.625	0	1	2.3333333333	1.5
Golden Retriever	0.2	1.125	2.25	1	1	2.5	3.75	0	1.1666666667	0.75	0.5	1	2.6666666667	1
Golden Retriever	0	0	0	1.75	0	4	0	0	0.8	0.625	0	1.3333333333	1.8333333333	1.5
Border Collie	0	0	0	0.5	0.5	4	3.25	2	3	0.625	0.25	3.1666666667	3.6666666667	4
Pug	1.1	0	1.5	0	1.25	2.75	1.25	0	0.3333333333	1	0	3.5	3.1666666667	4
Alaskan Malamute	0.6	0	1	2.25	2	2.25	3	1.75	2	0.5	0.75	2.3333333333	1	0
Bichon Frise	0.3	1.625	0	0	0.25	2	0.75	0	0.6666666667	0.375	0.75	3.5	3.6666666667	4
Border Collie	0.5	1.375	0.25	0.25	2.5	2.125	0	0	1.1666666667	0	1.5	2.1666666667	2	3
Mixed Breed/Unknown	0.6	0.125	1	0.25	2.25	2.875	0	2.5	3	0.25	2.25	1.8333333333	2.1666666667	3
Mixed Breed/Unknown	1.6666666667	0	4	0		2.75	4	1	0	0.25	0	2		3
Belgian Malinois	0.7	0	0.75	0	0	3.75	3.25	0	0	0.125	0.25	3	2.6666666667	4
Collie (Smooth)	0	0.25	1.75	0.25	0.5	3.5	0.5	0	0.8333333333	0	0	2.6666666667	2	2.5
Collie (Rough)	0.9	0	1.75	3.25	0	3.375	1.5	2.75	1.3333333333	0	0.75	2.8333333333	1.8333333333	3
Mixed Breed/Unknown	1.2	0.125	2.5	2		2.125	2.75	1.75	1.5	0.5	0.5	1.8333333333	1.4	0.5
Mixed Breed/Unknown	0	0	1	1		1.75	2.25	0	0.6666666667	0.5	1.5	2.6666666667	3.6666666667	4
Cocker Spaniel (English)	0	0	0	0	0		2.3333333333	3	1.6	0.75	0.6666666667	1	1.5	1.5
Bernese Mountain Dog	0.2	0	0.6666666667	0		2.75	1.5	0	0	0.25	0		1.5	0
Bernese Mountain Dog	0.25	0	0.6666666667	0		2.5	2.5	0	0	0.25	0		0.8	1.5
Fox Terrier (Smooth)	0.5	0	2.5	0.5	1.75	2	3.25	0.5	0.8333333333	4	1.75	3.5	1.8333333333	4
Rat Terrier	1.7	0	3.25	3.75	0	2.25	3.75	4	0.8333333333	1.375	0.75	3.3333333333	1.3333333333	3
Fox Terrier (Smooth)	0.5	0	1.75	2	4	2.25	2.25	0	2.3333333333	2	0	3	0.3333333333	2
Mixed Breed/Unknown	1	0	2	1.6666666667		2.875	2.25	1.5	1.6666666667	0.25	1.75	2.1666666667	3	1.5
Rat Terrier	0.9	0.125	1.75	1	0.75	3	1	1.75	1.8333333333	0.875	0.5	1.6666666667	3.5	3
Rat Terrier	1.1	0	1.75	1.25	0.25	3.5	1.5	2.5	0.3333333333	0.375	1.5	2.1666666667	2.5	2
Rat Terrier	1.5	0	1.5	0.75	0.5	2.75	3.5	1	0.5	0.25	0.75	1.5	3.3333333333	3
Labrador Retriever	0	0	0	0	0	2.625	3.25	0	0	0	0	2	1.5	1.5
Labrador Retriever	0	0	0	0	0	2.625	1.6666666667	0	0	0	0	1.3333333333	1.1666666667	2
Bernese Mountain Dog	0	0	0.5	0.25	0	3.125	1.75	0	0.5	0.25	0	2	1.3333333333	1
Bernese Mountain Dog	0.2	0	1.25	0.75	0	3	0.75	0	0.1666666667	0.125	0	1.3333333333	1.6666666667	1
Mixed Breed/Unknown	0	0.5	1.5	1	0.5	3		0.25	1.3333333333	0.875	1.3333333333	3.5	2.8333333333	3.5
Mixed Breed/Unknown	0	0	0.25	0.25	0.25	2.4285714286	2.75	0.25	0.3333333333	0	0.5	2.5	2.5	2
Boston Terrier	1	0.125	1.25	1	0.25	2.2857142857	1.6666666667	0	0	0	0	4	2	3
Shetland Sheepdog	0.6	0	0.5	1	0	3	3.5	1.25	2.4	1.125	1.5	3.5	3.5	4
Dachshund	1.3	0.25	0.5	0.75		2.25	0.25	1	1	0.75	1.5	2.6666666667	2.3333333333	1
Dachshund (Miniature)	3.3	1.25		0.3333333333		1.75	1.5			0	2	2	2.6666666667	0
Belgian Tervuren	0.1	0.25	0.25	0.75	1.25	2.625	1.5	0	2.5	0.5	1.75	2.6666666667	0.8333333333	0.5
Belgian Tervuren	0.4	0	0	0.25	0	3.5	1	0	0	0	0	2	2	2.5
Belgian Tervuren	0.5	0	0.5	0	0	3.625	1	0	0	0	0	1.5	1.6666666667	2
Belgian Tervuren	2	0	3	2.75	0	3	1.5	1.75	1.6666666667	0	0	1.8333333333	1	3
Belgian Tervuren	0.5	0	1	0	0	3.75	1.25	0	0	0	0	1.8333333333	1.6666666667	2.5
Golden Retriever	0.3	0	1.25	0	0.25	2.25	1.6666666667	0	0	0	0.25	1	1.5	1.5
Belgian Tervuren	0.4	0	0.25	0.6666666667	0.75	2.875	1.75	0.5	0.5	0	0.25	2.8	2.6666666667	3
Belgian Tervuren	1.4	0	0.5	0	0.25	2.625	1	0.5	0.5	0.75	1	2.1666666667	3.3333333333	3
Belgian Tervuren	0.7	0	0	0	1	3.625	2	0	1.1666666667	0.75	1	2.5	2.5	3
Fox Terrier (Smooth)	1	0.125	1.75	0	0	1.75	4	0	1	0.375	1.25	3.1666666667	2	1
Mixed Breed/Unknown	0.4	0	0.5	0.5	1.25	2.75	2.75	0.5	1.2	0.75	1.25	1.6666666667	1.3333333333	2
German Shepherd	2.3	0.375	2.75	2.5	0	2.5	4	2.25	0.6666666667	0.875	2	3.1666666667	3	4
Kuvasz	0.8	0	1	0.3333333333	1	1.75	1.75	0	0.1666666667	0	0.5	1.4	1.8333333333	2
Border Collie	0.9	0	1.25	1.25	3.25	2.25	1.5	1.25	0.3333333333	1.75	0.25	3	2.8333333333	3
Poodle (Miniature)	0.4	0.125	0.5	0.25	0.5	2.5	2.75	0.75	0.8333333333	0.25	0	2.3333333333	1.6666666667	1.5
Mixed Breed/Unknown	1.9	1.875	2	1.25	3.5	1.5	3.75	1	1.6666666667	1.75	1.75	3.8333333333	2.8333333333	3
Newfoundland	0.4	1.875	1.5	1	1.5	1.375	1.75	0.25	1	0.875	1.5	2.8333333333	1.5	1
Bernese Mountain Dog	0.3	0	0.25	0.25	0.25	3	0.5	0.25	0.8	0.25	0	1.1666666667	1.6666666667	0.5
Collie	0.7	0	0.3333333333	1		2.375	2	1	1.1666666667	0.25	0.75	2	2.4	2
Fox Terrier (Toy)	1.8	0	2	2.25	0	2.125	3.5	2	2	0	1	3	3.3333333333	4
Soft Coated Wheaten Terrier	0.25	0.375	0.3333333333	0.6666666667		2		0	1.1666666667	0.625	1.75	3.8333333333	2.6666666667	4
German Shepherd	0	0	0.75	0	0	1.875	2.25	0	0.3333333333	0.25	1.5	2.1666666667	1.1666666667	1.5
Fox Terrier (Toy)	0.4	0	0	0.5	0	2	0.75	0	0.3333333333	0.5	1	2	2	0
Papillon	0.3	0	0	0.75	0.75	3.25	1.25	0.5	0.6666666667	0.125	0	1.6666666667	2	1
Pomeranian	0.125	0		1	0	1.625	3.25	0	0.6666666667	0		1	2.1666666667	2.5
Boston Terrier	2.9	0		0	0.75	3.1428571429	3.5	0.25	2	0.125	1.25	2.8333333333	3.5	4
Mixed Breed/Unknown	0.6	0	0.25	0.25	0	2.625	0	0	0.3333333333	0	0.5	1.8333333333	2.5	2
Whippet	0	0	0.5	0.5	0.5	2.375	3.25	0	0.8	0.75	1	1.5	1.6666666667	2
Whippet	0	0	0	0	0	3	2.6666666667	0	0	0.625	0	2	2	2
Belgian Tervuren	0.6	0	1	0.5	0	3.25	2.6666666667	0	0.8	0	0	2.3333333333	2.8333333333	2.5
Miniature Pinscher	1.2	1	1.5	2	1.5	1.625	1.75	2	1.8333333333	3.125	1.25	0.8333333333	1.1666666667	2
Golden Retriever	0	1	0	0	0.25	1.875	3.25	0	1	0	0	4	3.6666666667	3
Soft Coated Wheaten Terrier	0.4	0	1	0	0.5	1.75	3	3	2	0.5	1	2	1.1666666667	2
Mixed Breed/Unknown	0.2	0	0.5	0.5	1	3	0	0.25	0.5	0.75	0	0.6666666667	1.5	0.5
Australian Shepherd	2	0	1.5	1	0.75	3.4285714286	2.5	2	0.6666666667	0.875	0	2.8333333333	1.6666666667	2.5
Mixed Breed/Unknown	0.6	0	1.25	1.25	0.5	3.4285714286	1.5	0.5	0.1666666667	0.25	0.25	1.1666666667	1.1666666667	1
Flat-Coated Retriever	0	0.5	0.25	0	0.5	3.125	2.75	0	0	0.375	0	2	1.4	2
Poodle (Toy)	0	0	0.5	0.25	0	3	2	1	0	0.375	0.25	1.1666666667	1.8	1.5
Labrador Retriever	0	0.125	0.25	0.5		2.5	0	1.25	0	1	0	1.1666666667	1	1
Japanese Chin	0	0	0.75	0	0	2.875	0	0	0	0	0	0.3333333333	0	0
Cocker Spaniel (American)	1.1	0	1.3333333333	0	0	2.7142857143	3.25	0.75	1	1.375	1.5	2	2.5	2.5
Labrador Retriever	0	0.125	2	0		2.375	3.75	0	0.3333333333	0.125	0.75	2	1.8333333333	3
Mixed Breed/Unknown	0	0	0.25	0		2.75	2.5	0	0.1666666667	0.5	0	2.6666666667	1.6666666667	2.5
Mixed Breed/Unknown	0	0	0	0.5	0	3.25	1.75	0	0.5	0	0.25	1	0.8333333333	2
Greyhound	0	0	0.5	0.5	2			0	0.1666666667	0	0	1.3333333333	1.6666666667	1
Great Dane	0	0	0	0	0	3.375	0.75	0	0	0	0	0.8333333333	0.6666666667	0
Rottweiler	0	0	0	0	0.75	3.625	1.5	0	0	0	0.5	0.6666666667	0.8333333333	2
Pekingese	0.6	0.75	0	0	1.25	1.5	0	0	0	0	1.25	1.8333333333	2.1666666667	0
Mixed Breed/Unknown	0.5	0	2	0		3	2	0.25	1.3333333333	0.375	0.6666666667	1	2.3333333333	2
Bullmastiff	0.2	0	0.75	0.25	0.5	2.1428571429	2	0.25	0.6666666667	0.125	0.75	2.1666666667	2	2
Mastiff (English)	0.3	0	0	0	0.5	3.1428571429	0.75	3.75	1.4	0.75	0.5	2	1.6666666667	2
Portuguese Water Dog	0	0	0	1	0.25	3		0	0.1666666667	0	0	0.8333333333	1.5	2
Portuguese Water Dog	0.3333333333	0	0.6666666667	2	0.25	2.875		0	0	0.5	0	1.5	2	3
Mixed Breed/Unknown	1.5	0	0.75	0	0.75	1.875	2.75	2.25	2.8333333333	0.125	0	1.6666666667	1.1666666667	1
Poodle (Miniature)	0	0	0.75	0.25	0	2.375	2	0	0	0.125	0.5	2.1666666667	0.6666666667	2
Pembroke Welsh Corgi	0.3	0.375	2.25	3	3.25	2	3.75	0	1.3333333333	1.25	1.5	2.8333333333	2.1666666667	1.5
Australian Shepherd	3	1.75	3.25	1.5	3.5	2.25	3.25	2	0.8333333333	2.625	2	2.6666666667	3.8333333333	0
Australian Shepherd	2.8	0.875	3	1.75	3.5	2.625	3.5	2.25	0.6666666667	2.25	1.5	2	3.8333333333	0
Alaskan Malamute	0.1	0	0.75	0.25	0.25	2.5	2.25	0	1.6666666667	0.875	2.25	3.1666666667	1.1666666667	2.5
Irish Wolfhound	0	0	0	0	0	1.25	1	0.5	1.8333333333	1	0.75	1.1666666667	2	0
Pomeranian	0.4	0.125	0.6666666667	1	0	3.125	2.75	0	0.8333333333	1.125	0.5	2.3333333333	2.8333333333	3
American Pit Bull Terrier	0.125	0	1	2.3333333333	0.25	2.25		0	0.1666666667	0.875	0	2.5	2	1.5
Mixed Breed/Unknown	0	0	0.5	0.5	0	2.75	1.5	0	0.1666666667	0.125	0.75	1.3333333333	1.3333333333	1
Great Dane	0	0	0	0.5	0	2.25	1.75	3	0.6666666667	0.5	0.5	2.6	2.1666666667	1
Australian Cattle Dog	0	0	0	0.3333333333	0		0.6666666667	1.6666666667		0.625		0		0
German Shepherd	0.4444444444	0	0	1.25		2.375	2.25	1	1.5	3			3	0
Golden Retriever		0		2.3333333333	0		0			1.625	3		1.6666666667	2
Belgian Malinois	1.2	0.125	0.75	0	0	2.875	4	0	0	0.375	0.75	3.8333333333	2	4
Mastiff (English)	0.5	0	0.25	0	0.25	2.5	2.5	0	0.1666666667	0.125	0.25	2.6666666667	2.3333333333	2
Australian Cattle Dog	1.4444444444	0	2.5	0.25	1.75	2.625	3.75	0.5	0.3333333333	0	1.75	1.8333333333	1.5	1.5
German Shepherd	1.5555555556	0	2.25	1	2.25	3.375	0.6666666667	2	0.1666666667	0	0.5	3.5	2.8333333333	4
